,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
48,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,3,3,2,1,0,1,7,14.3,6,4,1,3,2,5,10,0,Matches
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,2,2,0,2,0,1,5,20.0,4,4,1,3,2,4,3,0,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,45,26,17,23,5,12,33,36.4,21,12,3,9,45,90,13,1,Matches
51,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,61,30,37,20,4,30,63,47.6,33,46,15,31,15,76,41,0,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,40,29,24,13,3,11,24,45.8,13,48,32,16,31,71,172,2,Matches
53,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,36,16,25,9,2,18,43,41.9,25,33,10,23,34,70,59,1,Matches
54,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,1,0,1,0,0,0,0,,0,2,0,2,0,1,0,0,Matches
55,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,2,1,1,1,0,1,4,25.0,3,1,0,1,0,2,0,0,Matches
56,Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,14,9,5,7,2,3,17,17.6,14,4,1,3,1,15,3,0,Matches
57,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,3,Matches
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,55,34,35,17,3,36,78,46.2,42,27,9,18,45,100,84,3,Matches
59,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
60,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,8,5,0,7,1,2,13,15.4,11,3,0,3,2,10,9,0,Matches
61,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,13,3,Matches
62,Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,50,27,20,21,9,18,54,33.3,36,19,3,16,16,66,11,1,Matches
63,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,34,16,11,20,3,13,37,35.1,24,35,3,32,17,51,17,2,Matches
64,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,60,39,32,20,8,19,52,36.5,33,25,1,24,31,91,25,0,Matches
65,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,28,16,20,6,2,14,33,42.4,19,18,2,16,20,48,32,0,Matches
66,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,39,25,26,12,1,23,37,62.2,14,19,3,16,17,56,64,0,Matches
67,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,37,22,11,24,2,8,24,33.3,16,16,2,14,17,54,26,1,Matches
68,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
69,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,36,19,28,7,1,17,30,56.7,13,33,22,11,62,98,138,2,Matches
70,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,17,11,12,5,0,8,13,61.5,5,30,21,9,25,42,150,2,Matches
71,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,33,19,20,11,2,17,27,63.0,10,18,3,15,14,47,13,0,Matches
72,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,18,11,9,8,1,3,11,27.3,8,8,5,3,16,34,55,1,Matches
73,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,16,9,5,9,2,4,11,36.4,7,5,0,5,12,28,6,0,Matches
74,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,43,27,18,21,4,21,61,34.4,40,23,9,14,36,79,14,2,Matches
75,Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,2,1,1,1,0,0,5,0.0,5,2,0,2,0,2,0,0,Matches
76,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,55,29,31,19,5,31,64,48.4,33,27,6,21,56,111,97,0,Matches
77,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,22,1997,6.1,7,5,2,2,3,2,7,28.6,5,3,0,3,3,10,3,0,Matches
78,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,27,21,21,5,1,14,25,56.0,11,14,7,7,18,45,56,0,Matches
79,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,26,16,7,15,4,16,34,47.1,18,12,2,10,14,40,8,1,Matches
80,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,5,4,3,2,0,1,1,100.0,0,3,1,2,1,6,3,0,Matches
81,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,23,1996,5.6,9,4,3,4,2,3,12,25.0,9,3,0,3,4,13,5,0,Matches
82,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,58,36,26,21,11,26,55,47.3,29,29,10,19,31,89,15,1,Matches
83,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,17,9,15,2,0,7,19,36.8,12,16,12,4,10,27,74,2,Matches
84,Djavan Anderson,nl NED,"FW,DF",Lazio,it Serie A,24,1995,1.9,0,0,0,0,0,0,0,,0,1,0,1,3,3,3,0,Matches
85,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,46,32,20,21,5,11,47,23.4,36,19,1,18,22,68,11,0,Matches
86,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,20,10,0,12,8,4,19,21.1,15,19,3,16,5,25,36,0,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,0.8,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,1,0,Matches
88,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,72,44,31,35,6,29,74,39.2,45,32,9,23,59,131,40,1,Matches
89,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Matches
90,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,52,27,28,18,6,19,60,31.7,41,27,7,20,47,99,36,0,Matches
91,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,23,18,11,11,1,11,24,45.8,13,9,2,7,8,31,5,0,Matches
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,1,0,0,1,0,1,10,10.0,9,4,0,4,2,3,4,0,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,54,31,26,25,3,26,43,60.5,17,23,7,16,33,87,61,1,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,6,2,Matches
95,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,5,2,3,1,1,5,7,71.4,2,1,0,1,9,14,15,0,Matches
96,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,22,1997,12.2,15,9,7,5,3,5,15,33.3,10,14,1,13,19,34,24,0,Matches
97,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
98,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,16,4,7,7,2,4,13,30.8,9,19,5,14,9,25,25,1,Matches
99,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,37,25,24,7,6,19,34,55.9,15,23,3,20,14,51,20,4,Matches
100,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
101,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,13,9,5,4,4,4,14,28.6,10,17,2,15,9,22,5,0,Matches
102,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,26,18,19,7,0,12,20,60.0,8,9,0,9,15,41,20,1,Matches
103,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,4,3,1,0,3,3,3,100.0,0,2,0,2,2,6,1,0,Matches
104,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
105,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,25,16,13,9,3,9,33,27.3,24,29,2,27,15,40,14,0,Matches
106,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,4,2,1,2,1,2,6,33.3,4,7,3,4,5,9,0,0,Matches
107,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,21,1998,21.7,28,12,6,18,4,10,35,28.6,25,15,1,14,13,41,11,0,Matches
108,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,3,2,1,2,0,2,4,50.0,2,3,0,3,0,3,0,0,Matches
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,58,35,32,20,6,28,52,53.8,24,9,3,6,23,81,34,0,Matches
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,72,33,24,40,8,31,69,44.9,38,52,5,47,43,115,40,2,Matches
111,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,4,4,1,3,0,3,5,60.0,2,0,0,0,2,6,0,0,Matches
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,56,37,19,29,8,27,74,36.5,47,27,6,21,22,78,21,1,Matches
113,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,20,11,3,8,9,5,31,16.1,26,14,0,14,4,24,6,0,Matches
114,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,44,27,35,8,1,22,36,61.1,14,26,18,8,52,96,142,0,Matches
115,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,3,2,2,1,0,1,1,100.0,0,6,2,4,0,3,9,0,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,33,20,23,8,2,16,34,47.1,18,20,4,16,29,62,82,0,Matches
117,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
118,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
119,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,36,24,20,12,4,10,18,55.6,8,12,7,5,19,55,20,1,Matches
120,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,32,19,19,11,2,9,38,23.7,29,22,4,18,11,43,23,1,Matches
122,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,3,2,0,2,1,0,12,0.0,12,7,0,7,5,8,5,0,Matches
123,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,3.7,3,0,1,2,0,2,5,40.0,3,4,0,4,2,5,1,0,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,42,24,15,23,4,16,62,25.8,46,25,6,19,25,67,35,0,Matches
125,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,7,2,Matches
126,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,it Serie A,30,1988,7.1,10,8,4,5,1,6,14,42.9,8,8,1,7,9,19,13,0,Matches
127,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,26,13,15,11,0,11,28,39.3,17,13,2,11,16,42,13,0,Matches
128,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,15,1,Matches
129,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,4,3,3,1,0,1,4,25.0,3,2,0,2,1,5,4,0,Matches
130,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,1,1,1,0,0,0,0,,0,1,0,1,1,2,0,0,Matches
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,29,19,7,9,13,12,45,26.7,33,16,1,15,22,51,7,0,Matches
132,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,3,2,1,0,2,1,9,11.1,8,8,0,8,0,3,1,0,Matches
133,Youcef Atal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,24,11,15,6,3,13,31,41.9,18,12,1,11,24,48,11,1,Matches
134,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,0.3,1,1,0,1,0,1,2,50.0,1,1,1,0,2,3,1,0,Matches
135,Christian Atsu,gh GHA,"MF,FW",Newcastle Utd,eng Premier League,27,1992,8.3,10,8,5,5,0,5,14,35.7,9,19,0,19,5,15,9,0,Matches
136,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,31,19,10,12,9,12,51,23.5,39,39,1,38,14,45,16,0,Matches
137,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,21,1,Matches
138,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,14,9,6,3,5,5,7,71.4,2,8,0,8,15,29,21,1,Matches
139,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,3,0,1,2,0,1,6,16.7,5,2,0,2,3,6,0,0,Matches
140,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,de Bundesliga,25,1994,10.3,29,12,15,9,5,12,23,52.2,11,19,5,14,10,39,29,0,Matches
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,93,69,58,27,8,39,69,56.5,30,38,6,32,47,140,98,2,Matches
142,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,23,17,5,11,7,8,25,32.0,17,14,1,13,10,33,3,0,Matches
143,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,17,12,6,7,4,6,18,33.3,12,12,0,12,3,20,5,0,Matches
144,Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2.0,9,7,2,7,0,2,4,50.0,2,3,0,3,3,12,1,0,Matches
145,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,34,22,29,5,0,16,27,59.3,11,26,15,11,28,62,73,1,Matches
146,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,de Bundesliga,21,1997,5.4,2,0,0,2,0,0,4,0.0,4,4,2,2,2,4,3,0,Matches
147,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,17,9,9,5,3,6,13,46.2,7,17,2,15,4,21,18,1,Matches
148,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,27,1991,35.0,48,30,10,22,16,17,49,34.7,32,29,4,25,15,63,21,0,Matches
149,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,38,25,26,11,1,20,37,54.1,17,28,15,13,45,83,72,1,Matches
150,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,11,8,2,8,1,7,19,36.8,12,8,2,6,19,30,11,1,Matches
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,86,56,40,32,14,35,69,50.7,34,56,21,35,67,153,94,0,Matches
152,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,27,15,13,12,2,10,22,45.5,12,9,3,6,17,44,20,0,Matches
153,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,59,37,26,29,4,20,70,28.6,50,31,8,23,39,98,42,0,Matches
154,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,12,8,2,6,4,1,7,14.3,6,12,3,9,3,15,34,0,Matches
155,Carlos Bacca,co COL,FW,Villarreal,es La Liga,32,1986,7.6,5,1,1,2,2,2,6,33.3,4,4,0,4,0,5,7,0,Matches
156,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,29,17,10,16,3,15,50,30.0,35,21,3,18,45,74,34,1,Matches
157,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Matches
158,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,18,12,12,5,1,6,12,50.0,6,20,11,9,27,45,57,1,Matches
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
160,Alex Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,7,4,1,2,4,1,7,14.3,6,4,1,3,2,9,2,0,Matches
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,33,17,14,14,5,15,43,34.9,28,19,7,12,58,91,27,0,Matches
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,6,3,1,5,0,6,16,37.5,10,9,0,9,8,14,3,0,Matches
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0,0,0,0,0,0,1,0.0,1,3,3,0,4,4,7,1,Matches
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,21,14,15,6,0,9,9,100.0,0,13,10,3,28,49,66,0,Matches
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,10,6,6,2,2,8,10,80.0,2,5,2,3,5,15,14,0,Matches
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Matches
