,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots
19,19,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,32.8,37.0,19,30.0,6.0,1.0,19.0,40.0,47.5,21.0,26.0,20.0,6.0,42,79.0,197.0,2.0
20,20,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0
21,21,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,26.9,74.0,37,30.0,33.0,11.0,35.0,92.0,38.0,57.0,27.0,2.0,25.0,39,113.0,17.0,2.0
22,22,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
23,24,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,17.3,32.0,18,17.0,12.0,3.0,17.0,33.0,51.5,16.0,9.0,3.0,6.0,27,59.0,36.0,0.0
24,25,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,8.9,18.0,10,11.0,7.0,0.0,6.0,19.0,31.6,13.0,10.0,5.0,5.0,15,33.0,10.0,0.0
25,26,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,7.8,20.0,9,10.0,9.0,1.0,10.0,18.0,55.6,8.0,14.0,3.0,11.0,12,32.0,18.0,0.0
26,27,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,15.1,39.0,28,9.0,15.0,15.0,12.0,34.0,35.3,22.0,30.0,0.0,30.0,10,49.0,2.0,0.0
27,28,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35.0,37.0,30,28.0,9.0,0.0,21.0,33.0,63.6,12.0,34.0,22.0,12.0,47,84.0,102.0,0.0
28,29,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,6.2,4.0,1,0.0,2.0,2.0,2.0,11.0,18.2,9.0,2.0,0.0,2.0,2,6.0,0.0,0.0
29,30,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,24.7,63.0,37,32.0,21.0,10.0,32.0,52.0,61.5,20.0,30.0,3.0,27.0,47,110.0,43.0,1.0
30,31,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,2.8,4.0,1,3.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,1,5.0,1.0,0.0
31,32,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,10.0,26.0,20,10.0,14.0,2.0,11.0,39.0,28.2,28.0,6.0,0.0,6.0,2,28.0,8.0,0.0
32,35,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,26.0,17,17.0,9.0,0.0,12.0,21.0,57.1,9.0,7.0,4.0,3.0,25,51.0,88.0,1.0
33,36,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,37.0,20,22.0,7.0,8.0,21.0,43.0,48.8,22.0,22.0,6.0,16.0,45,82.0,94.0,2.0
34,39,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,40.0,14,34.0,6.0,0.0,23.0,41.0,56.1,18.0,51.0,32.0,19.0,42,82.0,122.0,2.0
35,40,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33.0,30.0,18,6.0,18.0,6.0,7.0,31.0,22.6,24.0,14.0,5.0,9.0,11,41.0,54.0,0.0
36,41,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,41.0,22,23.0,12.0,6.0,19.0,31.0,61.3,12.0,23.0,10.0,13.0,49,90.0,70.0,1.0
37,42,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,18.0,14,14.0,4.0,0.0,10.0,18.0,55.6,8.0,16.0,3.0,13.0,19,37.0,33.0,0.0
38,43,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,3.0,3,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,3.0,1.0,0.0
39,44,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,10.0,5,3.0,6.0,1.0,3.0,4.0,75.0,1.0,2.0,1.0,1.0,9,19.0,23.0,0.0
40,45,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,11.0,8,2.0,8.0,1.0,5.0,8.0,62.5,3.0,3.0,1.0,2.0,6,17.0,7.0,0.0
41,46,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,38.0,25,13.0,22.0,3.0,8.0,27.0,29.6,19.0,24.0,6.0,18.0,18,56.0,13.0,0.0
42,47,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,18.0,12,11.0,6.0,1.0,8.0,14.0,57.1,6.0,28.0,15.0,13.0,13,31.0,32.0,2.0
43,48,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,37.0,21,14.0,19.0,4.0,17.0,32.0,53.1,15.0,29.0,13.0,16.0,43,80.0,60.0,0.0
44,49,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,53.0,33,30.0,16.0,7.0,29.0,45.0,64.4,16.0,17.0,2.0,15.0,21,74.0,38.0,0.0
45,50,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,2.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,3.0,0.0,0.0
46,51,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,8.0,2,2.0,5.0,1.0,2.0,4.0,50.0,2.0,9.0,1.0,8.0,2,10.0,10.0,0.0
47,52,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,45.0,30,22.0,16.0,7.0,24.0,52.0,46.2,28.0,21.0,2.0,19.0,49,94.0,48.0,0.0
48,53,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,43.0,24,15.0,19.0,9.0,15.0,73.0,20.5,58.0,41.0,2.0,39.0,13,56.0,11.0,1.0
49,54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,22.0,15,19.0,3.0,0.0,13.0,18.0,72.2,5.0,32.0,22.0,10.0,22,44.0,146.0,2.0
50,55,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,33.0,19,14.0,15.0,4.0,16.0,45.0,35.6,29.0,29.0,3.0,26.0,17,50.0,27.0,1.0
51,56,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,6.0,3,1.0,2.0,3.0,3.0,7.0,42.9,4.0,8.0,0.0,8.0,9,15.0,6.0,0.0
52,57,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,8.0,4,6.0,2.0,0.0,3.0,5.0,60.0,2.0,19.0,13.0,6.0,16,24.0,50.0,0.0
53,58,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,61.0,36,20.0,30.0,11.0,17.0,49.0,34.7,32.0,26.0,0.0,26.0,30,91.0,14.0,0.0
54,59,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,54.0,29,32.0,21.0,1.0,30.0,80.0,37.5,50.0,35.0,8.0,27.0,31,85.0,28.0,0.0
55,60,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,16.0,10,11.0,5.0,0.0,7.0,16.0,43.8,9.0,14.0,10.0,4.0,21,37.0,61.0,1.0
56,61,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,35.0,22,22.0,11.0,2.0,18.0,30.0,60.0,12.0,40.0,28.0,12.0,10,45.0,121.0,0.0
57,62,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,14.0,10,8.0,4.0,2.0,4.0,23.0,17.4,19.0,14.0,1.0,13.0,3,17.0,10.0,0.0
58,66,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,56.0,33,31.0,18.0,7.0,36.0,56.0,64.3,20.0,24.0,3.0,21.0,49,105.0,50.0,3.0
59,67,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
60,68,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,9.0,7,2.0,6.0,1.0,4.0,9.0,44.4,5.0,4.0,0.0,4.0,3,12.0,0.0,0.0
61,69,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,74.0,31,38.0,28.0,8.0,32.0,74.0,43.2,42.0,17.0,2.0,15.0,23,97.0,50.0,2.0
62,70,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
63,73,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,80.0,45,39.0,37.0,4.0,28.0,95.0,29.5,67.0,31.0,12.0,19.0,19,99.0,25.0,1.0
64,74,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,18.0,11,8.0,6.0,4.0,7.0,19.0,36.8,12.0,9.0,0.0,9.0,7,25.0,3.0,0.0
65,75,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,49.0,29,21.0,25.0,3.0,14.0,56.0,25.0,42.0,23.0,4.0,19.0,25,74.0,20.0,1.0
66,76,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,13.0,3,6.0,4.0,3.0,7.0,14.0,50.0,7.0,12.0,1.0,11.0,12,25.0,30.0,0.0
67,77,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,42.0,25,13.0,26.0,3.0,8.0,22.0,36.4,14.0,22.0,5.0,17.0,22,64.0,24.0,2.0
68,78,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,19.0,12,11.0,8.0,0.0,9.0,21.0,42.9,12.0,12.0,5.0,7.0,53,72.0,73.0,0.0
69,79,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,13.0,10,10.0,3.0,0.0,7.0,9.0,77.8,2.0,17.0,12.0,5.0,26,39.0,81.0,0.0
70,80,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,17.0,8,10.0,4.0,3.0,6.0,15.0,40.0,9.0,8.0,1.0,7.0,8,25.0,10.0,0.0
71,81,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,39.0,26,18.0,19.0,2.0,15.0,38.0,39.5,23.0,14.0,4.0,10.0,23,62.0,25.0,0.0
72,82,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,4.0,2,3.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,1,5.0,1.0,0.0
73,83,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2,2.0,1.0,0.0
74,84,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,11.0,7,6.0,4.0,1.0,8.0,12.0,66.7,4.0,8.0,4.0,4.0,12,23.0,26.0,0.0
75,85,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,11.0,9,9.0,1.0,1.0,9.0,12.0,75.0,3.0,12.0,2.0,10.0,27,38.0,33.0,1.0
76,86,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,7.0,4,1.0,1.0,5.0,2.0,12.0,16.7,10.0,2.0,0.0,2.0,2,9.0,4.0,0.0
77,87,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
78,88,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,12.0,7,4.0,8.0,0.0,7.0,33.0,21.2,26.0,18.0,3.0,15.0,12,24.0,7.0,0.0
79,89,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,57.0,36,31.0,24.0,2.0,20.0,46.0,43.5,26.0,40.0,19.0,21.0,49,106.0,87.0,3.0
80,90,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,39.0,22,11.0,24.0,4.0,18.0,48.0,37.5,30.0,30.0,5.0,25.0,23,62.0,12.0,0.0
81,91,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,18.0,10,8.0,7.0,3.0,10.0,26.0,38.5,16.0,12.0,4.0,8.0,14,32.0,13.0,0.0
82,94,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,0.0,0.0
83,95,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
84,96,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
85,97,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,3.0,2,0.0,3.0,0.0,1.0,8.0,12.5,7.0,10.0,3.0,7.0,2,5.0,9.0,0.0
86,99,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,114.0,68,47.0,61.0,6.0,53.0,122.0,43.4,69.0,39.0,10.0,29.0,76,190.0,49.0,0.0
87,100,Marcos André,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,8.0,2,2.0,2.0,4.0,0.0,8.0,0.0,8.0,15.0,2.0,13.0,2,10.0,9.0,0.0
88,101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,51.0,24,22.0,27.0,2.0,24.0,53.0,45.3,29.0,40.0,6.0,34.0,51,102.0,31.0,2.0
89,102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,36.0,24,17.0,15.0,4.0,17.0,42.0,40.5,25.0,17.0,4.0,13.0,19,55.0,9.0,1.0
90,104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,15.0,8,9.0,4.0,2.0,8.0,12.0,66.7,4.0,7.0,0.0,7.0,13,28.0,17.0,1.0
91,105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3,3.0,11.0,0.0
92,106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,31.0,19,10.0,18.0,3.0,13.0,24.0,54.2,11.0,22.0,1.0,21.0,30,61.0,40.0,0.0
93,107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
94,108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
95,109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,48.0,33,25.0,14.0,9.0,24.0,38.0,63.2,14.0,21.0,7.0,14.0,16,64.0,38.0,0.0
96,110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,31.0,20,17.0,14.0,0.0,12.0,31.0,38.7,19.0,28.0,18.0,10.0,47,78.0,114.0,0.0
97,111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,7.0,4,1.0,5.0,1.0,1.0,7.0,14.3,6.0,20.0,3.0,17.0,7,14.0,7.0,0.0
98,112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0
99,113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,4.0,2,3.0,1.0,0.0,3.0,10.0,30.0,7.0,6.0,5.0,1.0,4,8.0,13.0,0.0
100,114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,19.8,17.0,12,0.0,13.0,4.0,8.0,25.0,32.0,17.0,17.0,1.0,16.0,17,34.0,4.0,0.0
101,115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,38.0,20,12.0,17.0,9.0,13.0,49.0,26.5,36.0,15.0,1.0,14.0,10,48.0,6.0,0.0
102,116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,55.0,34,33.0,15.0,7.0,32.0,59.0,54.2,27.0,23.0,6.0,17.0,25,80.0,43.0,0.0
103,117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,1.0,1,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0
104,118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,64.0,39,22.0,35.0,7.0,23.0,80.0,28.8,57.0,40.0,5.0,35.0,42,106.0,28.0,0.0
105,119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,41.0,23,16.0,21.0,4.0,17.0,43.0,39.5,26.0,32.0,4.0,28.0,33,74.0,17.0,0.0
106,120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,38.0,25,12.0,18.0,8.0,8.0,28.0,28.6,20.0,23.0,1.0,22.0,11,49.0,3.0,0.0
107,121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,24.0,16,14.0,9.0,1.0,7.0,15.0,46.7,8.0,23.0,18.0,5.0,43,67.0,89.0,2.0
108,122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,22.0,11,12.0,8.0,2.0,9.0,9.0,100.0,0.0,24.0,15.0,9.0,20,42.0,47.0,1.0
109,123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,45.0,26,31.0,11.0,3.0,27.0,54.0,50.0,27.0,36.0,11.0,25.0,69,114.0,73.0,1.0
110,125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,2.0,1,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,3.0,4.0,0.0
111,126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,2.0,2,0.0,1.0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,0,2.0,3.0,0.0
112,127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,0.5,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
113,128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
114,129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,60.0,41,19.0,32.0,9.0,27.0,75.0,36.0,48.0,26.0,1.0,25.0,24,84.0,19.0,0.0
115,130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,47.0,32,20.0,26.0,1.0,18.0,49.0,36.7,31.0,24.0,3.0,21.0,49,96.0,57.0,0.0
116,131,Tolu Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,1.2,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0
117,132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,1.5,3.0,1,2.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,4,7.0,2.0,0.0
118,134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,52.0,32,24.0,24.0,4.0,25.0,54.0,46.3,29.0,22.0,2.0,20.0,22,74.0,15.0,1.0
119,135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,2.5,4.0,3,2.0,2.0,0.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,4,8.0,2.0,1.0
120,136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,30.0,15,15.0,14.0,1.0,15.0,28.0,53.6,13.0,23.0,2.0,21.0,13,43.0,14.0,0.0
121,138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,12.0,6,7.0,4.0,1.0,3.0,24.0,12.5,21.0,15.0,0.0,15.0,11,23.0,10.0,0.0
122,139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3,3.0,3.0,0.0
123,140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,11.0,3,2.0,7.0,2.0,2.0,23.0,8.7,21.0,25.0,2.0,23.0,16,27.0,21.0,0.0
124,141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,9.2,10.0,8,3.0,5.0,2.0,4.0,12.0,33.3,8.0,7.0,3.0,4.0,2,12.0,2.0,0.0
125,142,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,1996,10.6,25.0,12,11.0,14.0,0.0,13.0,26.0,50.0,13.0,10.0,2.0,8.0,26,51.0,12.0,0.0
126,143,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,20.0,9,5.0,15.0,0.0,8.0,23.0,34.8,15.0,14.0,1.0,13.0,9,29.0,12.0,0.0
127,144,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,12.0,8,7.0,4.0,1.0,3.0,20.0,15.0,17.0,18.0,0.0,18.0,7,19.0,17.0,0.0
128,146,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,42.0,30,27.0,10.0,5.0,23.0,39.0,59.0,16.0,22.0,2.0,20.0,32,74.0,76.0,1.0
