,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots
47,54,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,18.0,2004.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
48,55,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21.0,2002.0,17.9,37.0,23,12.0,20.0,5.0,12.0,36.0,33.3,24.0,21.0,0.0,21.0,9,46.0,3.0,0.0
49,58,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,30.0,1992.0,7.8,20.0,11,14.0,4.0,2.0,3.0,9.0,33.3,6.0,10.0,4.0,6.0,12,32.0,15.0,1.0
50,59,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21.0,2002.0,0.6,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0
51,60,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28.0,1995.0,12.2,35.0,18,22.0,12.0,1.0,26.0,35.0,74.3,9.0,28.0,8.0,20.0,18,53.0,32.0,0.0
52,61,David Alaba,at AUT,DF,Real Madrid,es La Liga,31.0,1992.0,12.8,13.0,9,7.0,5.0,1.0,4.0,8.0,50.0,4.0,10.0,7.0,3.0,15,28.0,34.0,0.0
53,62,Luis Alberto,es ESP,MF,Lazio,it Serie A,30.0,1992.0,25.7,35.0,20,16.0,12.0,7.0,15.0,53.0,28.3,38.0,34.0,4.0,30.0,7,42.0,13.0,0.0
54,63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37.0,1985.0,22.6,25.0,14,15.0,9.0,1.0,18.0,27.0,66.7,9.0,31.0,24.0,7.0,16,41.0,102.0,0.0
55,64,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32.0,1991.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
56,65,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20.0,2002.0,4.2,6.0,6,0.0,6.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,5,11.0,4.0,0.0
57,66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32.0,1991.0,34.8,97.0,59,39.0,52.0,6.0,50.0,121.0,41.3,71.0,60.0,14.0,46.0,33,130.0,55.0,2.0
58,67,Omar Alderete,py PAR,DF,Getafe,es La Liga,26.0,1996.0,24.4,28.0,21,15.0,13.0,0.0,19.0,35.0,54.3,16.0,30.0,18.0,12.0,13,41.0,111.0,0.0
59,68,Iván Alejo,es ESP,MF,Cádiz,es La Liga,28.0,1995.0,18.8,40.0,23,23.0,11.0,6.0,17.0,57.0,29.8,40.0,20.0,0.0,20.0,7,47.0,17.0,0.0
60,69,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25.0,1998.0,11.3,24.0,8,7.0,14.0,3.0,10.0,24.0,41.7,14.0,14.0,3.0,11.0,4,28.0,13.0,0.0
61,70,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24.0,1998.0,23.9,39.0,26,26.0,11.0,2.0,27.0,87.0,31.0,60.0,22.0,2.0,20.0,31,70.0,48.0,5.0
62,71,Aboubacar Ali,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,17.0,2006.0,1.4,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,3.0,2.0,0.0
63,74,Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,22.0,2001.0,14.2,10.0,4,3.0,6.0,1.0,4.0,18.0,22.2,14.0,23.0,2.0,21.0,8,18.0,15.0,1.0
64,75,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24.0,1999.0,11.2,3.0,2,2.0,1.0,0.0,2.0,4.0,50.0,2.0,6.0,1.0,5.0,3,6.0,4.0,0.0
65,77,Tadeo Allende,ar ARG,"MF,FW",Celta Vigo,es La Liga,24.0,1999.0,3.7,6.0,1,3.0,2.0,1.0,4.0,6.0,66.7,2.0,3.0,0.0,3.0,3,9.0,3.0,0.0
66,78,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,fr Ligue 1,28.0,1995.0,20.7,30.0,18,11.0,14.0,5.0,14.0,35.0,40.0,21.0,20.0,3.0,17.0,13,43.0,30.0,0.0
67,79,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,23.0,2000.0,10.7,25.0,15,9.0,12.0,4.0,9.0,19.0,47.4,10.0,13.0,1.0,12.0,6,31.0,5.0,0.0
68,80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,29.0,1994.0,21.5,36.0,24,13.0,15.0,8.0,11.0,29.0,37.9,18.0,29.0,2.0,27.0,10,46.0,13.0,0.0
69,81,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24.0,1999.0,23.4,45.0,29,16.0,22.0,7.0,23.0,51.0,45.1,28.0,21.0,2.0,19.0,14,59.0,10.0,0.0
70,82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32.0,1990.0,2.8,5.0,3,2.0,3.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,4,9.0,6.0,0.0
71,83,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22.0,2001.0,8.6,16.0,7,9.0,6.0,1.0,9.0,24.0,37.5,15.0,18.0,5.0,13.0,5,21.0,18.0,0.0
72,84,Sergi Altimira,es ESP,MF,Betis,es La Liga,21.0,2001.0,6.3,15.0,8,8.0,6.0,1.0,11.0,23.0,47.8,12.0,12.0,1.0,11.0,9,24.0,10.0,0.0
73,85,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,25.0,1997.0,26.4,80.0,39,47.0,26.0,7.0,31.0,66.0,47.0,35.0,59.0,20.0,39.0,42,122.0,81.0,0.0
74,86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23.0,2000.0,28.2,68.0,37,43.0,20.0,5.0,37.0,57.0,64.9,20.0,40.0,11.0,29.0,35,103.0,80.0,0.0
75,87,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,20.0,2003.0,8.5,14.0,9,8.0,3.0,3.0,9.0,20.0,45.0,11.0,4.0,1.0,3.0,5,19.0,9.0,0.0
76,88,Julián Álvarez,ar ARG,"MF,FW",Manchester City,eng Premier League,23.0,2000.0,29.4,24.0,13,5.0,8.0,11.0,8.0,32.0,25.0,24.0,30.0,0.0,30.0,2,26.0,14.0,1.0
77,89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28.0,1995.0,12.8,18.0,9,15.0,3.0,0.0,12.0,19.0,63.2,7.0,8.0,5.0,3.0,11,29.0,34.0,1.0
78,92,Papa Amadou Diallo,sn SEN,FW,Metz,fr Ligue 1,19.0,2004.0,9.9,18.0,8,10.0,7.0,1.0,7.0,21.0,33.3,14.0,11.0,1.0,10.0,11,29.0,16.0,0.0
79,93,Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26.0,1996.0,6.7,17.0,12,7.0,7.0,3.0,3.0,9.0,33.3,6.0,13.0,0.0,13.0,11,28.0,6.0,0.0
80,94,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27.0,1996.0,4.4,9.0,6,7.0,2.0,0.0,2.0,10.0,20.0,8.0,2.0,0.0,2.0,3,12.0,6.0,0.0
81,95,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19.0,2004.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
82,96,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29.0,1994.0,1.0,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,2.0,1.0,1.0,3,4.0,2.0,0.0
83,97,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22.0,2000.0,21.7,27.0,18,1.0,15.0,11.0,7.0,25.0,28.0,18.0,23.0,10.0,13.0,9,36.0,10.0,0.0
84,98,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25.0,1998.0,8.9,16.0,7,12.0,4.0,0.0,11.0,15.0,73.3,4.0,6.0,0.0,6.0,7,23.0,28.0,0.0
85,99,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21.0,2002.0,6.4,11.0,3,9.0,2.0,0.0,4.0,5.0,80.0,1.0,4.0,2.0,2.0,9,20.0,19.0,2.0
86,100,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,27.0,1996.0,11.1,23.0,11,13.0,6.0,4.0,15.0,23.0,65.2,8.0,9.0,2.0,7.0,11,34.0,34.0,2.0
87,103,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18.0,2005.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
88,104,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26.0,1996.0,10.4,27.0,16,17.0,8.0,2.0,17.0,31.0,54.8,14.0,19.0,7.0,12.0,8,35.0,19.0,2.0
89,105,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27.0,1996.0,37.9,56.0,35,33.0,21.0,2.0,29.0,39.0,74.4,10.0,33.0,18.0,15.0,41,97.0,207.0,1.0
90,106,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20.0,2002.0,11.4,24.0,18,12.0,9.0,3.0,15.0,29.0,51.7,14.0,23.0,4.0,19.0,8,32.0,23.0,0.0
91,107,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30.0,1993.0,30.8,78.0,45,32.0,33.0,13.0,34.0,90.0,37.8,56.0,45.0,3.0,42.0,27,105.0,23.0,0.0
92,108,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32.0,1990.0,28.6,89.0,49,39.0,45.0,5.0,43.0,81.0,53.1,38.0,34.0,5.0,29.0,35,124.0,60.0,0.0
93,109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28.0,1995.0,1.9,2.0,1,0.0,1.0,1.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,0,2.0,1.0,0.0
94,110,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28.0,1994.0,18.8,30.0,18,8.0,14.0,8.0,13.0,24.0,54.2,11.0,15.0,4.0,11.0,20,50.0,17.0,0.0
95,111,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25.0,1998.0,17.3,20.0,12,14.0,6.0,0.0,14.0,21.0,66.7,7.0,31.0,18.0,13.0,28,48.0,74.0,2.0
96,112,Angeliño,es ESP,DF,Roma,it Serie A,26.0,1997.0,12.7,21.0,11,12.0,6.0,3.0,11.0,19.0,57.9,8.0,11.0,5.0,6.0,12,33.0,37.0,1.0
97,113,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,29.0,1994.0,1.8,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,4,5.0,8.0,0.0
98,114,Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,23.0,1999.0,1.7,3.0,1,1.0,0.0,2.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,1,4.0,3.0,0.0
99,115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27.0,1996.0,32.1,39.0,25,21.0,16.0,2.0,23.0,42.0,54.8,19.0,33.0,20.0,13.0,40,79.0,150.0,1.0
100,116,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33.0,1990.0,18.8,15.0,8,5.0,6.0,4.0,3.0,11.0,27.3,8.0,16.0,3.0,13.0,4,19.0,4.0,0.0
101,117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23.0,2000.0,14.7,40.0,21,15.0,19.0,6.0,20.0,40.0,50.0,20.0,29.0,1.0,28.0,12,52.0,9.0,0.0
102,118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29.0,1994.0,13.5,21.0,12,10.0,6.0,5.0,12.0,22.0,54.5,10.0,13.0,2.0,11.0,2,23.0,11.0,1.0
103,119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25.0,1998.0,8.4,16.0,11,4.0,10.0,2.0,3.0,12.0,25.0,9.0,5.0,0.0,5.0,4,20.0,2.0,1.0
104,120,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19.0,2004.0,0.9,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1,1.0,1.0,0.0
105,121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27.0,1995.0,3.8,6.0,2,3.0,2.0,1.0,1.0,6.0,16.7,5.0,1.0,0.0,1.0,2,8.0,7.0,0.0
106,122,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21.0,2002.0,6.0,24.0,15,12.0,10.0,2.0,15.0,25.0,60.0,10.0,8.0,3.0,5.0,7,31.0,17.0,0.0
107,123,Asaf Arania,il ISR,MF,Darmstadt 98,de Bundesliga,17.0,2005.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
108,124,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21.0,2001.0,16.2,41.0,22,29.0,7.0,5.0,23.0,33.0,69.7,10.0,23.0,16.0,7.0,10,51.0,52.0,1.0
109,125,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24.0,1999.0,22.2,27.0,22,11.0,15.0,1.0,12.0,17.0,70.6,5.0,20.0,11.0,9.0,12,39.0,66.0,2.0
110,126,Oliver Arblaster,eng ENG,MF,Sheffield Utd,eng Premier League,19.0,2004.0,10.5,23.0,14,11.0,8.0,4.0,7.0,15.0,46.7,8.0,17.0,7.0,10.0,15,38.0,9.0,0.0
111,130,Adu Ares,es ESP,FW,Athletic Club,es La Liga,21.0,2001.0,2.9,8.0,4,4.0,2.0,2.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,9.0,0.0,0.0
112,131,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24.0,1999.0,29.6,45.0,24,25.0,13.0,7.0,31.0,38.0,81.6,7.0,36.0,15.0,21.0,18,63.0,58.0,0.0
113,133,Matias Arezo,uy URU,FW,Granada,es La Liga,20.0,2002.0,4.1,7.0,3,2.0,5.0,0.0,1.0,5.0,20.0,4.0,4.0,1.0,3.0,1,8.0,4.0,0.0
114,134,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,18.0,2005.0,0.2,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
115,135,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25.0,1998.0,2.6,3.0,3,2.0,0.0,1.0,2.0,3.0,66.7,1.0,1.0,0.0,1.0,1,4.0,3.0,0.0
116,136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28.0,1995.0,10.3,14.0,8,6.0,4.0,4.0,6.0,21.0,28.6,15.0,11.0,2.0,9.0,3,17.0,2.0,0.0
117,137,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,20.0,2003.0,14.3,12.0,8,4.0,7.0,1.0,5.0,21.0,23.8,16.0,7.0,2.0,5.0,3,15.0,5.0,0.0
118,138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34.0,1989.0,8.9,10.0,4,3.0,5.0,2.0,4.0,7.0,57.1,3.0,8.0,1.0,7.0,5,15.0,5.0,0.0
119,139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29.0,1994.0,27.8,51.0,31,15.0,27.0,9.0,28.0,57.0,49.1,29.0,23.0,4.0,19.0,24,75.0,60.0,0.0
120,140,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19.0,2004.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
121,141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21.0,2001.0,22.7,34.0,17,16.0,17.0,1.0,14.0,31.0,45.2,17.0,20.0,1.0,19.0,16,50.0,8.0,1.0
122,143,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20.0,2003.0,2.0,4.0,3,2.0,0.0,2.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0,4.0,7.0,0.0
123,144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28.0,1994.0,22.1,17.0,6,2.0,9.0,6.0,7.0,23.0,30.4,16.0,17.0,3.0,14.0,4,21.0,11.0,0.0
