,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots
22,25,Amine Adli,ma MAR,"FW,MF",Leverkusen,de Bundesliga,22,2000,15.9,18.0,10,4.0,6.0,8.0,5.0,17.0,29.4,12.0,28.0,2.0,26.0,6,24.0,7.0,0.0
23,26,Yacine Adli,fr FRA,"MF,FW",Milan,it Serie A,22,2000,1.6,6.0,3,2.0,4.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,2.0,1,7.0,1.0,0.0
24,27,Michel Aebischer,ch SUI,"FW,MF",Bologna,it Serie A,25,1997,17.1,12.0,6,3.0,6.0,3.0,2.0,18.0,11.1,16.0,14.0,2.0,12.0,7,19.0,9.0,0.0
25,28,Felix Afena-Gyan,gh GHA,"FW,MF",Cremonese,it Serie A,19,2003,9.1,7.0,3,4.0,1.0,2.0,2.0,10.0,20.0,8.0,5.0,1.0,4.0,1,8.0,6.0,0.0
26,29,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,25,1997,26.5,71.0,49,53.0,16.0,2.0,42.0,65.0,64.6,23.0,30.0,14.0,16.0,32,103.0,107.0,3.0
27,31,Lucien Agoume,fr FRA,MF,Troyes,fr Ligue 1,20,2002,12.2,42.0,25,18.0,15.0,9.0,17.0,33.0,51.5,16.0,14.0,5.0,9.0,27,69.0,24.0,0.0
28,32,Felix Agu,de GER,"DF,FW",Werder Bremen,de Bundesliga,22,1999,0.5,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0
29,33,Álvaro Aguado,es ESP,MF,Valladolid,es La Liga,26,1996,21.0,27.0,15,13.0,11.0,3.0,15.0,25.0,60.0,10.0,16.0,4.0,12.0,13,40.0,15.0,0.0
30,34,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,23,1998,23.7,71.0,38,22.0,30.0,19.0,25.0,59.0,42.4,34.0,39.0,5.0,34.0,10,81.0,6.0,0.0
31,35,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,26,1996,17.7,27.0,18,18.0,8.0,1.0,13.0,20.0,65.0,7.0,26.0,24.0,2.0,18,45.0,79.0,2.0
32,36,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,29,1993,13.0,19.0,9,7.0,7.0,5.0,8.0,22.0,36.4,14.0,13.0,1.0,12.0,18,37.0,28.0,1.0
33,39,Amar Ahmed,se SWE,FW,Troyes,fr Ligue 1,18,2004,0.2,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,0.0,0.0
34,40,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,28,1994,14.4,34.0,20,10.0,20.0,4.0,12.0,31.0,38.7,19.0,25.0,0.0,25.0,24,58.0,15.0,0.0
35,41,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,26,1995,34.7,51.0,36,33.0,17.0,1.0,16.0,28.0,57.1,12.0,26.0,14.0,12.0,31,82.0,150.0,0.0
36,42,Ola Aina,ng NGA,DF,Torino,it Serie A,25,1996,9.7,17.0,13,5.0,8.0,4.0,9.0,15.0,60.0,6.0,12.0,2.0,10.0,11,28.0,26.0,0.0
37,43,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21,2001,12.0,33.0,20,25.0,7.0,1.0,9.0,15.0,60.0,6.0,3.0,0.0,3.0,9,42.0,28.0,0.0
38,44,Emanuel Aiwum,at AUT,DF,Cremonese,it Serie A,21,2000,18.4,55.0,34,36.0,17.0,2.0,33.0,47.0,70.2,14.0,28.0,16.0,12.0,25,80.0,52.0,3.0
39,45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,8.5,11.0,8,5.0,4.0,2.0,9.0,16.0,56.3,7.0,6.0,5.0,1.0,7,18.0,22.0,0.0
40,48,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27,1995,25.4,36.0,25,15.0,18.0,3.0,23.0,36.0,63.9,13.0,27.0,9.0,18.0,16,52.0,33.0,1.0
41,49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,20.8,26.0,12,15.0,9.0,2.0,11.0,15.0,73.3,4.0,20.0,10.0,10.0,20,46.0,48.0,0.0
42,50,Sergio Akieme,es ESP,DF,Almería,es La Liga,24,1997,25.5,27.0,16,19.0,6.0,2.0,12.0,22.0,54.5,10.0,22.0,6.0,16.0,14,41.0,41.0,0.0
43,51,Babatunde Akinsola,ng NGA,FW,Valladolid,es La Liga,19,2003,0.1,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
44,52,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2002,4.5,7.0,4,4.0,3.0,0.0,2.0,8.0,25.0,6.0,2.0,0.0,2.0,3,10.0,2.0,0.0
45,53,Paul Akouokou,ci CIV,"MF,DF",Betis,es La Liga,24,1997,5.0,16.0,9,13.0,3.0,0.0,13.0,20.0,65.0,7.0,2.0,2.0,0.0,12,28.0,17.0,1.0
46,54,Jean-Daniel Akpa-Akpro,ci CIV,"MF,FW",Empoli,it Serie A,29,1992,15.1,53.0,37,25.0,19.0,9.0,23.0,42.0,54.8,19.0,35.0,4.0,31.0,13,66.0,27.0,0.0
47,55,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,21.7,75.0,44,45.0,27.0,3.0,32.0,45.0,71.1,13.0,45.0,16.0,29.0,24,99.0,70.0,1.0
48,56,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,20.4,15.0,11,8.0,4.0,3.0,9.0,15.0,60.0,6.0,18.0,9.0,9.0,14,29.0,37.0,1.0
49,57,Ángel Alarcón,es ESP,FW,Barcelona,es La Liga,18,2004,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
50,58,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,23,1999,2.5,3.0,2,0.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,5.0,2.0,0.0
51,59,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,de Bundesliga,29,1992,3.7,3.0,2,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,5.0,13.0,0.0
52,60,Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,15.8,25.0,18,13.0,11.0,1.0,12.0,28.0,42.9,16.0,12.0,5.0,7.0,11,36.0,23.0,0.0
53,61,Luis Alberto,es ESP,MF,Lazio,it Serie A,29,1992,27.1,49.0,29,18.0,20.0,11.0,23.0,72.0,31.9,49.0,35.0,6.0,29.0,9,58.0,4.0,0.0
54,62,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,23.5,25.0,17,17.0,6.0,2.0,14.0,18.0,77.8,4.0,17.0,13.0,4.0,14,39.0,111.0,0.0
55,63,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,32,1989,2.6,4.0,1,0.0,2.0,2.0,1.0,8.0,12.5,7.0,6.0,2.0,4.0,1,5.0,5.0,0.0
56,64,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,31,1991,13.9,43.0,24,20.0,21.0,2.0,14.0,23.0,60.9,9.0,15.0,3.0,12.0,21,64.0,13.0,2.0
57,65,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,eng Premier League,19,2002,11.4,10.0,5,2.0,7.0,1.0,6.0,22.0,27.3,16.0,14.0,5.0,9.0,1,11.0,11.0,0.0
58,66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,31,1991,22.7,43.0,31,24.0,18.0,1.0,19.0,54.0,35.2,35.0,23.0,8.0,15.0,19,62.0,37.0,0.0
59,67,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,22.7,35.0,20,21.0,14.0,0.0,28.0,40.0,70.0,12.0,23.0,16.0,7.0,26,61.0,85.0,0.0
60,68,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,27,1995,14.6,32.0,21,19.0,9.0,4.0,17.0,37.0,45.9,20.0,18.0,3.0,15.0,5,37.0,12.0,1.0
61,70,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,24,1998,23.5,18.0,10,7.0,5.0,6.0,5.0,34.0,14.7,29.0,19.0,1.0,18.0,4,22.0,18.0,0.0
62,71,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,32.5,57.0,40,32.0,16.0,9.0,42.0,79.0,53.2,37.0,25.0,7.0,18.0,43,100.0,41.0,2.0
63,72,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20,2002,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
64,73,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23,1999,12.6,27.0,13,14.0,13.0,0.0,22.0,48.0,45.8,26.0,15.0,5.0,10.0,3,30.0,11.0,0.0
65,74,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,18,2004,6.5,13.0,10,6.0,5.0,2.0,4.0,10.0,40.0,6.0,9.0,0.0,9.0,2,15.0,2.0,0.0
66,75,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21,2001,2.0,8.0,5,3.0,4.0,1.0,3.0,9.0,33.3,6.0,3.0,0.0,3.0,1,9.0,3.0,0.0
67,77,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,27,1995,24.9,39.0,24,24.0,11.0,4.0,19.0,62.0,30.6,43.0,24.0,2.0,22.0,24,63.0,26.0,1.0
68,78,Dele Alli,eng ENG,MF,Everton,eng Premier League,26,1996,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
69,79,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,28.2,66.0,42,23.0,32.0,11.0,26.0,57.0,45.6,31.0,26.0,0.0,26.0,20,86.0,16.0,1.0
70,80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,28,1994,27.7,46.0,30,16.0,19.0,11.0,18.0,42.0,42.9,24.0,25.0,2.0,23.0,10,56.0,17.0,0.0
71,81,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,13.0,15.0,10,10.0,5.0,0.0,9.0,12.0,75.0,3.0,14.0,10.0,4.0,11,26.0,32.0,0.0
72,82,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,15.1,35.0,23,20.0,11.0,4.0,20.0,33.0,60.6,13.0,17.0,5.0,12.0,35,70.0,44.0,1.0
73,83,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,29,1993,2.6,5.0,4,2.0,3.0,0.0,2.0,6.0,33.3,4.0,0.0,0.0,0.0,3,8.0,4.0,0.0
74,84,Carlos Álvarez,es ESP,MF,Sevilla,es La Liga,18,2003,0.1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
75,85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,16.7,38.0,30,24.0,9.0,5.0,23.0,42.0,54.8,19.0,15.0,5.0,10.0,15,53.0,35.0,0.0
76,86,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,16.3,26.0,16,3.0,13.0,10.0,9.0,30.0,30.0,21.0,13.0,0.0,13.0,2,28.0,6.0,0.0
77,87,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,21,2001,4.1,6.0,3,0.0,5.0,1.0,1.0,4.0,25.0,3.0,5.0,1.0,4.0,3,9.0,3.0,0.0
78,88,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,25.9,34.0,23,26.0,7.0,1.0,24.0,31.0,77.4,7.0,23.0,13.0,10.0,48,82.0,101.0,0.0
79,89,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,29,1993,4.7,10.0,7,6.0,3.0,1.0,7.0,11.0,63.6,4.0,7.0,3.0,4.0,10,20.0,20.0,0.0
80,90,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,25,1996,3.0,15.0,9,7.0,8.0,0.0,5.0,8.0,62.5,3.0,2.0,0.0,2.0,5,20.0,2.0,0.0
81,91,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,17.9,19.0,8,13.0,5.0,1.0,12.0,14.0,85.7,2.0,24.0,17.0,7.0,8,27.0,71.0,0.0
82,92,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,13.6,29.0,19,14.0,8.0,7.0,14.0,22.0,63.6,8.0,13.0,1.0,12.0,5,34.0,5.0,0.0
83,93,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,2.2,3.0,2,3.0,0.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,4,7.0,7.0,0.0
84,94,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,0.2,1.0,0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,0,1.0,2.0,1.0
85,95,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,26.4,54.0,32,33.0,12.0,9.0,24.0,31.0,77.4,7.0,34.0,12.0,22.0,22,76.0,87.0,1.0
86,98,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,10.9,15.0,6,5.0,8.0,2.0,9.0,20.0,45.0,11.0,12.0,1.0,11.0,6,21.0,10.0,2.0
87,99,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
88,100,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,29.3,66.0,37,33.0,28.0,5.0,17.0,41.0,41.5,24.0,48.0,23.0,25.0,36,102.0,98.0,0.0
89,101,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,22.2,39.0,24,15.0,17.0,7.0,16.0,29.0,55.2,13.0,23.0,5.0,18.0,21,60.0,18.0,2.0
90,102,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,3.3,6.0,5,3.0,3.0,0.0,2.0,5.0,40.0,3.0,1.0,0.0,1.0,4,10.0,4.0,0.0
91,103,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,42.0,22,30.0,12.0,0.0,16.0,32.0,50.0,16.0,28.0,13.0,15.0,24,66.0,188.0,1.0
92,104,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,4.6,11.0,5,5.0,3.0,3.0,6.0,12.0,50.0,6.0,11.0,2.0,9.0,6,17.0,2.0,0.0
93,105,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,32.9,80.0,50,31.0,41.0,8.0,31.0,88.0,35.2,57.0,58.0,6.0,52.0,31,111.0,27.0,0.0
94,106,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,32.4,128.0,74,51.0,60.0,17.0,65.0,121.0,53.7,56.0,50.0,8.0,42.0,47,175.0,60.0,0.0
95,107,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,25,1996,5.0,4.0,1,1.0,1.0,2.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,0,4.0,0.0,0.0
96,108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,16.1,13.0,5,2.0,7.0,4.0,2.0,15.0,13.3,13.0,8.0,1.0,7.0,8,21.0,13.0,0.0
97,109,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,26.7,61.0,38,30.0,27.0,4.0,26.0,45.0,57.8,19.0,27.0,9.0,18.0,42,103.0,55.0,2.0
98,110,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,29.1,40.0,24,19.0,18.0,3.0,23.0,37.0,62.2,14.0,32.0,6.0,26.0,25,65.0,67.0,0.0
99,111,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,6.5,12.0,9,8.0,3.0,1.0,10.0,17.0,58.8,7.0,8.0,3.0,5.0,7,19.0,10.0,0.0
100,112,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,14.0,30.0,17,15.0,9.0,6.0,8.0,24.0,33.3,16.0,30.0,3.0,27.0,10,40.0,19.0,0.0
101,113,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,0.6,1.0,0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
102,114,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,32.6,49.0,27,27.0,19.0,3.0,27.0,51.0,52.9,24.0,44.0,16.0,28.0,38,87.0,123.0,2.0
103,115,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1,1.0,6.0,0.0
104,116,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,0.5,2.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
105,117,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,6.6,9.0,6,4.0,5.0,0.0,9.0,20.0,45.0,11.0,7.0,2.0,5.0,11,20.0,18.0,0.0
106,118,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,20.3,14.0,7,1.0,8.0,5.0,3.0,12.0,25.0,9.0,13.0,5.0,8.0,5,19.0,9.0,0.0
107,119,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,20.0,22.0,9,9.0,9.0,4.0,8.0,28.0,28.6,20.0,18.0,0.0,18.0,11,33.0,6.0,0.0
108,120,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,3.4,6.0,5,3.0,3.0,0.0,1.0,5.0,20.0,4.0,5.0,4.0,1.0,4,10.0,14.0,1.0
109,121,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,22.0,23.0,15,7.0,8.0,8.0,10.0,29.0,34.5,19.0,17.0,0.0,17.0,5,28.0,16.0,0.0
110,122,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,2.3,4.0,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,3,7.0,3.0,0.0
111,123,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,5.8,12.0,5,5.0,5.0,2.0,3.0,9.0,33.3,6.0,12.0,2.0,10.0,8,20.0,3.0,0.0
112,124,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,5.0,2,3.0,1.0,1.0,1.0,9.0,11.1,8.0,1.0,0.0,1.0,4,9.0,1.0,0.0
113,125,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,21.0,11,14.0,7.0,0.0,10.0,27.0,37.0,17.0,13.0,5.0,8.0,10,31.0,16.0,0.0
114,126,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,3.0,0.0,0.0
115,127,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,14.0,6,9.0,4.0,1.0,3.0,17.0,17.6,14.0,17.0,5.0,12.0,14,28.0,19.0,0.0
116,128,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,17.0,7,7.0,10.0,0.0,12.0,20.0,60.0,8.0,4.0,0.0,4.0,7,24.0,4.0,0.0
117,129,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,26.0,18,12.0,13.0,1.0,6.0,9.0,66.7,3.0,15.0,7.0,8.0,12,38.0,41.0,1.0
118,130,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
119,131,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,1.0,1,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0,1.0,2.0,0.0
120,133,Adu Ares,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,0.9,4.0,2,2.0,1.0,1.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,2,6.0,1.0,0.0
121,134,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,31.0,20,15.0,12.0,4.0,11.0,20.0,55.0,9.0,14.0,1.0,13.0,10,41.0,11.0,0.0
122,135,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,14.0,9,6.0,5.0,3.0,3.0,10.0,30.0,7.0,15.0,3.0,12.0,5,19.0,6.0,0.0
123,136,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,32.0,21,15.0,13.0,4.0,14.0,39.0,35.9,25.0,18.0,0.0,18.0,10,42.0,9.0,2.0
124,137,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,9.0,6,2.0,5.0,2.0,1.0,6.0,16.7,5.0,11.0,1.0,10.0,2,11.0,10.0,0.0
125,138,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,62.0,31,25.0,28.0,9.0,28.0,54.0,51.9,26.0,34.0,11.0,23.0,26,88.0,65.0,2.0
126,139,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
127,140,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
128,142,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
