,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
11,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24,1999,25.7,12,0.47,9,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
12,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25,1997,2.7,3,1.12,1,0,0,0,1,1,1,0.37,0,0,0,0,1,0,Matches
13,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35,1988,26.5,22,0.83,19,0,0,3,0,0,1,0.04,1,0,0,0,0,0,Matches
14,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,17,2006,0.1,1,15.00,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
15,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31,1991,14.4,49,3.42,28,15,3,0,2,1,4,0.28,1,3,0,0,0,0,Matches
16,Bénie Adama Traore,ci CIV,"FW,MF",Sheffield Utd,eng Premier League,20,2002,4.3,6,1.40,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
17,Bénie Adama Traore,ci CIV,"FW,MF",Nantes,fr Ligue 1,20,2002,5.6,15,2.68,13,1,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
18,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23,2000,25.0,43,1.72,29,0,5,8,1,0,3,0.12,0,0,2,1,0,0,Matches
19,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24,1999,1.3,3,2.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
20,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22,2001,1.2,2,1.73,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
21,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,8.9,31,3.48,22,0,1,1,6,1,3,0.34,1,0,0,1,1,0,Matches
22,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25,1997,18.0,10,0.56,6,0,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
23,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25,1998,15.8,31,1.97,19,0,5,5,2,0,5,0.32,2,0,0,3,0,0,Matches
24,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,10.1,25,2.46,13,1,3,2,6,0,2,0.20,2,0,0,0,0,0,Matches
25,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21,2002,24.7,77,3.12,51,1,13,7,3,2,4,0.16,3,0,0,0,0,1,Matches
26,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20,2002,13.8,11,0.80,8,0,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
27,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23,2000,10.0,52,5.22,39,0,6,3,4,0,9,0.90,5,0,2,1,1,0,Matches
28,Yacine Adli,fr FRA,MF,Milan,it Serie A,23,2000,15.6,62,3.97,41,18,3,0,0,0,8,0.51,4,3,1,0,0,0,Matches
29,Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
30,Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22,2000,2.6,9,3.40,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,26,1997,24.8,40,1.61,32,2,2,2,2,0,1,0.04,1,0,0,0,0,0,Matches
32,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26,1997,28.8,47,1.63,43,0,0,4,0,0,1,0.03,1,0,0,0,0,0,Matches
33,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,22,2000,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
34,Lucien Agoume,fr FRA,MF,Inter,it Serie A,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,21,2002,8.6,21,2.43,19,0,2,0,0,0,1,0.12,1,0,0,0,0,0,Matches
36,Felix Agu,de GER,"DF,MF",Werder Bremen,de Bundesliga,23,1999,17.9,24,1.34,16,1,0,0,7,0,3,0.17,0,0,0,0,3,0,Matches
37,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,27,1996,20.6,14,0.68,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
38,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,30,1993,21.4,47,2.20,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0,Matches
39,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,eng Premier League,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
40,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,21,2002,3.9,9,2.30,9,0,0,0,0,0,3,0.77,3,0,0,0,0,0,Matches
41,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,eng Premier League,24,1999,29.4,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0,Matches
42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27,1995,4.5,6,1.33,4,0,1,1,0,0,1,0.22,0,0,0,1,0,0,Matches
43,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,26,1996,18.8,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,Matches
44,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,22,2001,25.9,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0,Matches
45,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25,1998,10.0,13,1.30,12,0,0,0,1,0,1,0.10,0,0,0,0,1,0,Matches
46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25,1998,20.4,27,1.33,24,0,1,2,0,0,3,0.15,3,0,0,0,0,0,Matches
47,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29,1994,15.1,37,2.45,29,1,0,1,5,1,0,0.00,0,0,0,0,0,0,Matches
48,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28,1995,27.9,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,Matches
49,Marley Aké,fr FRA,FW,Udinese,it Serie A,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28,1995,22.7,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,Matches
51,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,19,2004,16.8,57,3.40,34,2,13,2,5,1,3,0.18,2,0,1,0,0,0,Matches
52,Sergio Akieme,es ESP,DF,Almería,es La Liga,25,1997,18.6,32,1.72,22,3,4,1,2,0,1,0.05,0,0,0,1,0,0,Matches
53,Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,25,1997,9.1,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,Matches
54,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,18,2004,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
55,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2002,17.9,88,4.91,59,11,6,3,4,5,9,0.50,7,0,0,0,0,2,Matches
56,Paul Akouokou,ci CIV,MF,Betis,es La Liga,25,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
57,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,25,1997,3.4,6,1.75,4,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
58,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,30,1992,7.8,5,0.64,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
59,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21,2002,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28,1995,12.2,16,1.31,13,0,2,0,1,0,3,0.25,3,0,0,0,0,0,Matches
61,David Alaba,at AUT,DF,Real Madrid,es La Liga,31,1992,12.8,18,1.40,13,4,0,1,0,0,1,0.08,0,1,0,0,0,0,Matches
62,Luis Alberto,es ESP,MF,Lazio,it Serie A,30,1992,25.7,118,4.60,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0,Matches
63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37,1985,22.6,4,0.18,2,0,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
64,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20,2002,4.2,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32,1991,34.8,75,2.15,52,10,1,7,2,3,5,0.14,3,0,0,2,0,0,Matches
67,Omar Alderete,py PAR,DF,Getafe,es La Liga,26,1996,24.4,31,1.27,24,0,4,2,1,0,3,0.12,3,0,0,0,0,0,Matches
68,Iván Alejo,es ESP,MF,Cádiz,es La Liga,28,1995,18.8,37,1.97,25,3,1,0,8,0,5,0.27,3,0,0,0,2,0,Matches
69,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25,1998,11.3,36,3.18,21,12,0,1,1,1,2,0.18,1,1,0,0,0,0,Matches
70,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24,1998,23.9,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,Matches
71,Aboubacar Ali,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,17,2006,1.4,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0,Matches
72,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,19,2004,2.8,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,Matches
73,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,19,2004,9.6,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0,Matches
74,Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,22,2001,14.2,34,2.39,23,0,5,1,5,0,3,0.21,1,0,1,0,1,0,Matches
75,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24,1999,11.2,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0,Matches
76,Alisson,br BRA,GK,Liverpool,eng Premier League,30,1992,28.0,11,0.39,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
77,Tadeo Allende,ar ARG,"MF,FW",Celta Vigo,es La Liga,24,1999,3.7,9,2.41,4,0,1,3,1,0,0,0.00,0,0,0,0,0,0,Matches
78,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,fr Ligue 1,28,1995,20.7,58,2.80,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0,Matches
79,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,23,2000,10.7,29,2.71,18,3,3,3,2,0,1,0.09,1,0,0,0,0,0,Matches
80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,29,1994,21.5,52,2.41,40,1,3,7,1,0,4,0.19,2,1,0,1,0,0,Matches
81,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24,1999,23.4,64,2.74,38,1,9,5,8,3,7,0.30,4,0,0,0,2,1,Matches
82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32,1990,2.8,8,2.86,7,1,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
83,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22,2001,8.6,6,0.70,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
84,Sergi Altimira,es ESP,MF,Betis,es La Liga,21,2001,6.3,14,2.22,8,1,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
85,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,25,1997,26.4,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0,Matches
86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23,2000,28.2,22,0.78,17,1,1,3,0,0,1,0.04,1,0,0,0,0,0,Matches
87,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,20,2003,8.5,31,3.66,25,2,4,0,0,0,2,0.24,1,0,1,0,0,0,Matches
88,Julián Álvarez,ar ARG,"MF,FW",Manchester City,eng Premier League,23,2000,29.4,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0,Matches
89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28,1995,12.8,10,0.78,8,2,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
90,Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,21,2002,4.7,12,2.54,7,1,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
91,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,21,2002,1.4,4,2.90,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,Papa Amadou Diallo,sn SEN,FW,Metz,fr Ligue 1,19,2004,9.9,20,2.02,18,0,0,1,0,1,1,0.10,1,0,0,0,0,0,Matches
93,Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26,1996,6.7,14,2.09,7,0,3,0,4,0,1,0.15,1,0,0,0,0,0,Matches
94,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27,1996,4.4,17,3.87,6,0,5,2,3,1,0,0.00,0,0,0,0,0,0,Matches
95,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22,2000,21.7,50,2.30,30,0,5,7,5,3,4,0.18,1,0,2,0,1,0,Matches
98,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25,1998,8.9,8,0.90,8,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
99,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21,2002,6.4,3,0.47,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,27,1996,11.1,15,1.35,9,1,1,0,2,2,3,0.27,3,0,0,0,0,0,Matches
101,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,26,1996,14.6,91,6.23,34,43,6,1,4,3,11,0.75,6,4,1,0,0,0,Matches
102,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,26,1996,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
103,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26,1996,10.4,19,1.82,19,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
105,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27,1996,37.9,47,1.24,41,1,0,3,0,2,5,0.13,5,0,0,0,0,0,Matches
106,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20,2002,11.4,34,2.98,28,0,4,2,0,0,3,0.26,3,0,0,0,0,0,Matches
107,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30,1993,30.8,92,2.99,76,2,4,5,2,3,12,0.39,10,0,1,0,0,1,Matches
108,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32,1990,28.6,49,1.72,41,1,0,0,5,2,3,0.11,1,0,0,0,2,0,Matches
109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28,1995,1.9,6,3.20,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
110,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28,1994,18.8,54,2.88,47,0,0,4,2,1,6,0.32,6,0,0,0,0,0,Matches
111,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25,1998,17.3,6,0.35,5,0,1,0,0,0,1,0.06,1,0,0,0,0,0,Matches
112,Angeliño,es ESP,DF,Roma,it Serie A,26,1997,12.7,33,2.60,30,2,0,1,0,0,3,0.24,3,0,0,0,0,0,Matches
113,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,29,1994,1.8,9,4.91,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
114,Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,23,1999,1.7,3,1.78,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27,1996,32.1,39,1.22,33,0,0,4,1,1,9,0.28,8,0,0,1,0,0,Matches
116,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33,1990,18.8,33,1.75,18,1,5,3,4,2,5,0.27,4,0,1,0,0,0,Matches
117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23,2000,14.7,55,3.74,45,1,2,0,4,3,3,0.20,1,0,0,0,0,2,Matches
118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29,1994,13.5,48,3.55,31,9,2,3,3,0,4,0.30,4,0,0,0,0,0,Matches
119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25,1998,8.4,21,2.50,12,4,1,2,2,0,0,0.00,0,0,0,0,0,0,Matches
120,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,2004,0.9,2,2.14,0,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27,1995,3.8,9,2.39,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
122,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21,2002,6.0,4,0.66,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
123,Asaf Arania,il ISR,MF,Darmstadt 98,de Bundesliga,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21,2001,16.2,31,1.91,25,2,2,0,1,1,1,0.06,1,0,0,0,0,0,Matches
125,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24,1999,22.2,22,0.99,14,0,1,7,0,0,4,0.18,1,0,0,3,0,0,Matches
126,Oliver Arblaster,eng ENG,MF,Sheffield Utd,eng Premier League,19,2004,10.5,23,2.20,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0,Matches
127,Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.20,2,0,1,1,0,0,Matches
128,Cameron Archer,eng ENG,MF,Aston Villa,eng Premier League,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
129,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30,1993,30.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
130,Adu Ares,es ESP,FW,Athletic Club,es La Liga,21,2001,2.9,3,1.02,2,0,1,0,0,0,1,0.34,1,0,0,0,0,0,Matches
131,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24,1999,29.6,70,2.37,57,5,6,1,1,0,12,0.41,9,1,2,0,0,0,Matches
132,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37,1986,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
133,Matias Arezo,uy URU,FW,Granada,es La Liga,20,2002,4.1,5,1.22,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
134,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,18,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25,1998,2.6,8,3.08,7,0,0,1,0,0,1,0.38,1,0,0,0,0,0,Matches
136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28,1995,10.3,40,3.88,13,12,2,5,8,0,5,0.48,1,2,0,1,1,0,Matches
137,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,20,2003,14.3,35,2.45,23,2,3,2,5,0,1,0.07,0,0,0,0,1,0,Matches
138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34,1989,8.9,24,2.71,22,0,0,1,1,0,3,0.34,3,0,0,0,0,0,Matches
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29,1994,27.8,82,2.94,47,28,1,3,2,1,3,0.11,1,0,0,2,0,0,Matches
140,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,22.7,92,4.04,63,12,3,6,6,2,9,0.40,5,0,1,1,1,1,Matches
142,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,13.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20,2003,2.0,7,3.41,5,1,0,0,0,1,2,0.97,2,0,0,0,0,0,Matches
144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28,1994,22.1,65,2.95,44,1,5,8,6,1,5,0.23,3,0,0,2,0,0,Matches
145,Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27,1996,12.4,52,4.21,38,10,1,1,1,1,7,0.57,5,1,0,1,0,0,Matches
146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21,2002,8.7,19,2.18,13,4,1,1,0,0,5,0.57,4,1,0,0,0,0,Matches
147,Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,24,1999,9.4,21,2.23,11,2,2,1,5,0,3,0.32,1,0,1,0,1,0,Matches
148,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,de Bundesliga,17,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35,1987,30.1,172,5.72,120,30,7,8,7,0,20,0.67,14,2,2,1,1,0,Matches
150,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23,2000,13.7,23,1.68,18,3,1,0,1,0,2,0.15,2,0,0,0,0,0,Matches
151,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23,2000,11.2,38,3.38,27,3,4,0,2,2,6,0.53,3,0,2,0,1,0,Matches
152,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27,1996,4.0,12,3.01,9,0,1,1,1,0,1,0.25,1,0,0,0,0,0,Matches
153,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,6.2,6,0.97,2,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
154,Arthur Atta,fr FRA,"MF,FW",Metz,fr Ligue 1,20,2003,10.3,19,1.85,15,0,2,2,0,0,3,0.29,1,0,0,2,0,0,Matches
155,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,21,2002,34.0,4,0.12,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34,1989,29.1,75,2.57,45,0,6,18,5,1,14,0.48,8,0,1,5,0,0,Matches
157,Emil Audero,it ITA,GK,Inter,it Serie A,26,1997,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,28,1994,26.9,56,2.08,32,19,0,1,2,2,2,0.07,2,0,0,0,0,0,Matches
159,Carlos Augusto,br BRA,DF,Inter,it Serie A,24,1999,19.2,36,1.88,29,4,1,0,1,1,6,0.31,4,1,1,0,0,0,Matches
160,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,22,2000,10.0,10,1.00,4,0,1,2,3,0,0,0.00,0,0,0,0,0,0,Matches
161,Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,eng Premier League,30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0,Matches
