,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
58,58,58,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,3,0,0,0.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6,64,121,359.0,498.0,72.1,10011.0,7247.0,72.0,74.0,97.3,172.0,176.0,97.7,112.0,243.0,46.1,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.13,0.0,473.0,541.0,1.0,542.0,271.0,192.0,31.74,36.31,0.07,36.38,18.19,12.89
61,61,61,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,0.0,8.0,5.0,70.5,0.33,-3.5,-0.12,206.0,619.0,33.3,782.0,101.0,54.6,40.2,262.0,73.3,52.3,468.0,28.0,6.0,42.0,1.43,14.7,192,426,595.0,1054.0,56.5,19592.0,15704.0,101.0,102.0,99.0,240.0,250.0,96.0,254.0,691.0,36.8,0,0.1,0.1,-0.1,1.0,19.0,2.0,0.0,0.0,0.0,4.0,0.14,0.0,943.0,1136.0,20.0,1154.0,574.0,388.0,32.07,38.64,0.68,39.25,19.52,13.2
72,72,72,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33,1990,13,13,1170,13.0,9,0.69,41,33,78.0,9,4,0,5,38.5,1,0,0,1,0.0,1.0,1.0,1.0,10.3,0.25,2.3,0.17,22.0,79.0,27.8,373.0,58.0,12.9,25.1,97.0,32.0,32.2,175.0,7.0,4.0,14.0,1.08,14.5,31,48,406.0,470.0,86.4,9045.0,4821.0,112.0,112.0,100.0,213.0,213.0,100.0,81.0,145.0,55.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.08,0.08,349.0,481.0,16.0,497.0,283.0,263.0,26.85,37.0,1.23,38.23,21.77,20.23
76,76,76,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0,0.0,4.0,1.0,20.0,0.27,-6.0,-0.3,117.0,355.0,33.0,453.0,63.0,55.0,41.2,141.0,75.2,52.8,339.0,24.0,7.1,12.0,0.6,11.2,106,249,343.0,599.0,57.3,11568.0,8793.0,45.0,46.0,97.8,143.0,147.0,97.3,155.0,401.0,38.7,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,539.0,637.0,3.0,640.0,350.0,287.0,26.95,31.85,0.15,32.0,17.5,14.35
77,77,77,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21,2002,36,36,3240,36.0,63,1.75,205,143,72.2,13,10,13,6,16.7,6,6,0,0,0.0,1.0,9.0,1.0,59.8,0.27,-2.2,-0.06,144.0,360.0,40.0,1055.0,178.0,24.5,29.7,245.0,41.6,37.8,650.0,34.0,5.2,36.0,1.0,13.4,101,258,1052.0,1303.0,80.7,26376.0,18619.0,240.0,241.0,99.6,570.0,572.0,99.7,238.0,482.0,49.4,0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.06,0.03,1240.0,1395.0,2.0,1397.0,798.0,663.0,34.44,38.75,0.06,38.81,22.17,18.42
78,78,78,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0,0.0,13.0,4.0,77.6,0.34,-3.4,-0.09,271.0,808.0,33.5,1121.0,150.0,52.0,39.5,341.0,66.0,47.5,558.0,16.0,2.9,76.0,2.01,20.5,225,582,869.0,1468.0,59.2,27614.0,22188.0,173.0,175.0,98.9,329.0,344.0,95.6,362.0,937.0,38.6,0,0.0,0.1,0.0,1.0,44.0,2.0,0.0,1.0,0.0,3.0,0.08,0.0,1129.0,1553.0,30.0,1580.0,805.0,657.0,29.87,41.08,0.79,41.8,21.3,17.38
80,80,80,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24,1998,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,0.0,0.0,3.0,1.0,11.3,0.3,1.3,0.13,32.0,102.0,31.4,411.0,52.0,22.4,27.3,28.0,35.7,34.9,77.0,5.0,6.5,13.0,1.3,17.0,9,92,359.0,442.0,81.2,8077.0,5323.0,101.0,101.0,100.0,196.0,198.0,99.0,62.0,140.0,44.3,0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,2.0,0.2,0.0,269.0,446.0,11.0,457.0,367.0,330.0,26.9,44.6,1.1,45.7,36.7,33.0
82,82,82,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25,1998,22,22,1980,22.0,32,1.45,97,65,72.2,11,5,6,5,22.7,6,5,1,0,16.7,1.0,6.0,1.0,32.0,0.27,1.0,0.05,82.0,249.0,32.9,536.0,91.0,32.5,32.1,130.0,57.7,43.5,282.0,22.0,7.8,19.0,0.86,11.3,75,174,479.0,667.0,71.8,13030.0,9307.0,81.0,81.0,100.0,238.0,240.0,99.2,159.0,344.0,46.2,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.14,0.0,602.0,704.0,2.0,706.0,493.0,303.0,27.36,32.0,0.09,32.09,22.41,13.77
93,93,93,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,24,1999,21,21,1890,21.0,17,0.81,65,48,75.4,16,5,0,10,47.6,1,1,0,0,0.0,0.0,2.0,0.0,21.2,0.31,4.2,0.2,35.0,99.0,35.4,548.0,95.0,13.7,25.2,116.0,20.7,28.7,283.0,27.0,9.5,23.0,1.1,12.2,24,75,580.0,666.0,87.1,12727.0,7874.0,147.0,148.0,99.3,330.0,335.0,98.5,100.0,176.0,56.8,0,0.3,0.0,-0.3,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.1,0.05,613.0,710.0,3.0,713.0,399.0,400.0,29.19,33.81,0.14,33.95,19.0,19.05
96,96,96,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,23,1999,12,12,1080,12.0,10,0.83,54,45,81.5,9,2,1,7,58.3,0,0,0,0,0.0,0.0,0.0,1.0,14.7,0.29,5.7,0.47,39.0,121.0,32.2,296.0,68.0,31.1,32.0,80.0,36.3,33.4,160.0,13.0,8.1,7.0,0.58,11.0,29,92,277.0,376.0,73.7,6996.0,5167.0,55.0,55.0,100.0,148.0,150.0,98.7,73.0,170.0,42.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,348.0,399.0,2.0,401.0,281.0,166.0,29.0,33.25,0.17,33.42,23.42,13.83
105,105,105,Josep Martinez,es ESP,GK,Genoa,it Serie A,25,1998,36,36,3239,36.0,43,1.19,130,87,69.2,11,13,12,8,22.2,4,3,1,0,25.0,1.0,4.0,1.0,38.9,0.28,-3.1,-0.09,227.0,583.0,38.9,1253.0,107.0,37.4,35.9,171.0,66.7,49.4,580.0,45.0,7.8,40.0,1.11,12.2,114,468,1017.0,1430.0,71.1,30756.0,22375.0,123.0,125.0,98.4,498.0,513.0,97.1,392.0,777.0,50.5,0,0.0,0.1,0.0,1.0,37.0,0.0,0.0,2.0,0.0,3.0,0.08,0.0,1121.0,1482.0,20.0,1502.0,974.0,800.0,31.14,41.17,0.56,41.72,27.06,22.22
108,108,108,Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0,0.0,7.0,0.0,59.7,0.32,-3.3,-0.1,158.0,543.0,29.1,995.0,146.0,38.4,35.5,264.0,61.0,46.3,551.0,25.0,4.5,38.0,1.15,14.5,161,382,833.0,1266.0,65.8,22967.0,17069.0,144.0,144.0,100.0,424.0,434.0,97.7,265.0,681.0,38.9,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,4.0,0.12,0.03,1096.0,1336.0,19.0,1355.0,710.0,592.0,33.21,40.48,0.58,41.06,21.52,17.94
114,114,114,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34,34,3060,34.0,55,1.62,174,121,72.4,10,12,12,6,17.6,10,7,1,2,12.5,0.0,7.0,3.0,53.6,0.27,1.6,0.05,249.0,595.0,41.8,1164.0,167.0,35.2,35.9,316.0,58.5,46.1,495.0,24.0,4.8,17.0,0.5,13.2,184,409,1104.0,1482.0,74.5,34968.0,23711.0,76.0,77.0,98.7,571.0,576.0,99.1,457.0,826.0,55.3,0,0.0,0.1,0.0,1.0,25.0,1.0,0.0,0.0,0.0,5.0,0.15,0.0,1241.0,1560.0,14.0,1574.0,883.0,716.0,36.5,45.88,0.41,46.29,25.97,21.06
115,115,115,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,1998,10,10,900,10.0,16,1.6,78,62,80.8,2,4,4,0,0.0,2,1,1,0,50.0,0.0,1.0,1.0,21.7,0.26,6.7,0.67,77.0,219.0,35.2,547.0,54.0,36.4,34.3,33.0,60.6,45.1,143.0,20.0,14.0,31.0,3.1,17.2,19,199,404.0,585.0,69.1,11273.0,8376.0,67.0,68.0,98.5,196.0,207.0,94.7,140.0,302.0,46.4,0,0.2,0.1,-0.2,4.0,16.0,1.0,0.0,1.0,1.0,6.0,0.6,0.1,361.0,573.0,62.0,635.0,418.0,392.0,36.1,57.3,6.2,63.5,41.8,39.2
123,123,123,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25,1997,27,27,2430,27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0.0,0.0,6.0,0.0,45.1,0.26,-3.9,-0.14,112.0,315.0,35.6,888.0,140.0,26.0,29.7,161.0,52.2,42.5,460.0,21.0,4.6,22.0,0.81,13.2,84,230,818.0,1055.0,77.5,20660.0,13537.0,164.0,164.0,100.0,440.0,450.0,97.8,212.0,433.0,49.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.33,0.0,939.0,1115.0,4.0,1119.0,739.0,591.0,34.78,41.3,0.15,41.44,27.37,21.89
125,125,125,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,32,1990,24,24,2160,24.0,27,1.13,104,78,76.9,8,9,7,6,25.0,3,3,0,0,0.0,1.0,1.0,1.0,29.8,0.26,3.8,0.16,166.0,449.0,37.0,583.0,108.0,49.9,39.4,201.0,78.6,56.4,359.0,20.0,5.6,17.0,0.71,13.5,157,290,486.0,787.0,61.8,16309.0,13489.0,78.0,78.0,100.0,192.0,196.0,98.0,212.0,506.0,41.9,0,0.4,0.0,-0.4,2.0,16.0,0.0,0.0,0.0,0.0,7.0,0.29,0.0,707.0,841.0,4.0,845.0,436.0,312.0,29.46,35.04,0.17,35.21,18.17,13.0
128,128,128,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23,1999,21,21,1890,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0.0,2.0,3.0,1.0,23.9,0.24,-0.1,0.0,99.0,263.0,37.6,286.0,45.0,55.9,41.7,161.0,64.0,49.0,365.0,7.0,1.9,2.0,0.1,8.7,103,159,275.0,451.0,61.0,9258.0,7764.0,68.0,68.0,100.0,90.0,90.0,100.0,116.0,285.0,40.7,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,489.0,2.0,491.0,203.0,134.0,21.33,23.29,0.1,23.38,9.67,6.38
133,133,133,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35,1988,34,34,2987,33.2,57,1.72,185,128,72.4,8,5,21,6,17.6,6,6,0,0,0.0,1.0,7.0,0.0,52.3,0.26,-4.7,-0.14,209.0,666.0,31.4,708.0,125.0,57.3,42.4,292.0,89.0,59.0,569.0,46.0,8.1,22.0,0.66,10.3,259,405,513.0,1002.0,51.2,18669.0,15112.0,49.0,50.0,98.0,199.0,206.0,96.6,264.0,741.0,35.6,0,0.0,0.1,0.0,0.0,24.0,0.0,0.0,3.0,0.0,4.0,0.12,0.0,908.0,1105.0,7.0,1112.0,613.0,306.0,27.35,33.28,0.21,33.49,18.46,9.22
137,137,137,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,24,1999,10,10,900,10.0,17,1.7,39,22,56.4,6,2,2,2,20.0,0,0,0,0,0.0,0.0,0.0,0.0,13.9,0.36,-3.1,-0.31,21.0,49.0,42.9,249.0,46.0,13.3,23.7,48.0,33.3,35.5,116.0,2.0,1.7,5.0,0.5,10.6,15,33,259.0,297.0,87.2,5660.0,3681.0,76.0,76.0,100.0,145.0,146.0,99.3,37.0,74.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,313.0,1.0,314.0,187.0,165.0,27.9,31.3,0.1,31.4,18.7,16.5
144,144,144,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23,1999,23,22,1987,22.1,38,1.72,108,73,65.7,13,5,4,5,22.7,2,1,0,1,0.0,0.0,5.0,3.0,28.3,0.26,-6.7,-0.3,67.0,214.0,31.3,655.0,97.0,22.1,27.8,149.0,46.3,37.8,312.0,20.0,6.4,20.0,0.91,12.7,68,144,635.0,806.0,78.8,14560.0,8862.0,188.0,188.0,100.0,321.0,324.0,99.1,123.0,289.0,42.6,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,755.0,852.0,3.0,855.0,482.0,475.0,34.16,38.55,0.14,38.69,21.81,21.49
157,157,157,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34,34,3060,34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0,2.0,6.0,0.0,45.3,0.3,-0.7,-0.02,92.0,285.0,32.3,702.0,93.0,27.4,29.3,193.0,48.2,38.9,490.0,7.0,1.4,16.0,0.47,10.7,93,192,666.0,897.0,74.2,16109.0,10808.0,173.0,174.0,99.4,333.0,342.0,97.4,156.0,373.0,41.8,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.06,0.0,813.0,982.0,8.0,990.0,594.0,442.0,23.91,28.88,0.24,29.12,17.47,13.0
165,165,165,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31,31,2790,31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50.0,2.0,7.0,2.0,68.0,0.34,-6.0,-0.19,245.0,618.0,39.6,1204.0,182.0,36.3,34.8,289.0,62.6,48.5,453.0,24.0,5.3,51.0,1.65,16.5,180,437,1064.0,1496.0,71.1,31713.0,23490.0,163.0,164.0,99.4,505.0,514.0,98.2,395.0,814.0,48.5,0,0.0,0.2,0.0,0.0,42.0,3.0,0.0,5.0,0.0,11.0,0.35,0.0,1186.0,1530.0,40.0,1570.0,890.0,756.0,38.26,49.35,1.29,50.65,28.71,24.39
168,168,168,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31,31,2789,31.0,55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,0.0,3.0,9.0,2.0,45.1,0.33,-7.9,-0.25,161.0,452.0,35.6,684.0,106.0,43.3,37.1,243.0,64.2,46.9,482.0,22.0,4.6,20.0,0.65,12.1,156,296,614.0,928.0,66.2,18771.0,14157.0,91.0,92.0,98.9,275.0,278.0,98.9,246.0,555.0,44.3,0,0.0,0.1,0.0,0.0,14.0,1.0,0.0,1.0,0.0,2.0,0.06,0.0,830.0,991.0,4.0,995.0,426.0,349.0,26.77,31.97,0.13,32.1,13.74,11.26
173,173,175,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34,34,3060,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0,0.0,3.0,2.0,38.4,0.25,2.4,0.07,279.0,701.0,39.8,807.0,116.0,62.3,44.6,295.0,67.1,47.8,501.0,25.0,5.0,29.0,0.85,13.1,197,502,651.0,1105.0,58.9,23568.0,18918.0,107.0,107.0,100.0,205.0,208.0,98.6,336.0,784.0,42.9,0,0.1,0.1,-0.1,4.0,41.0,2.0,0.0,0.0,1.0,15.0,0.44,0.03,922.0,1157.0,28.0,1185.0,520.0,383.0,27.12,34.03,0.82,34.85,15.29,11.26
182,182,184,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15,15,1350,15.0,19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,0,50.0,0.0,3.0,1.0,20.2,0.24,2.2,0.14,44.0,116.0,37.9,516.0,77.0,15.9,25.3,89.0,38.2,36.2,208.0,16.0,7.7,7.0,0.47,12.0,33,82,526.0,605.0,86.9,11527.0,7333.0,143.0,143.0,100.0,297.0,300.0,99.0,85.0,161.0,52.8,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,549.0,643.0,1.0,644.0,414.0,359.0,36.6,42.87,0.07,42.93,27.6,23.93
