,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
22,22,22,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23,1999,34,34,3060,34.0,29,0.85,105,74,77.1,15,10,9,17,50.0,8,5,3,0,37.5,0.0,1.0,1.0,30.7,0.22,2.7,0.08,74.0,189.0,39.2,1086.0,158.0,14.4,23.9,147.0,22.4,25.5,376.0,32.0,8.5,21.0,0.62,12.2,32,156,1060.0,1235.0,85.8,21917.0,13487.0,351.0,355.0,98.9,500.0,513.0,97.5,185.0,337.0,54.9,0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.09,0.0,1071.0,1285.0,4.0,1292.0,1062.0,798.0,31.5,37.79,0.12,38.0,31.24,23.47
23,23,23,Elia Caprile,it ITA,GK,Empoli,it Serie A,21,2001,23,23,2070,23.0,27,1.17,106,78,78.3,6,6,11,5,21.7,5,4,1,0,20.0,0.0,5.0,0.0,27.6,0.22,0.6,0.02,117.0,350.0,33.4,657.0,137.0,40.3,36.8,159.0,53.5,45.1,391.0,31.0,7.9,20.0,0.87,13.3,85,264,555.0,820.0,67.7,16234.0,12618.0,69.0,71.0,97.2,296.0,304.0,97.4,190.0,441.0,43.1,0,0.3,0.0,-0.3,2.0,13.0,0.0,0.0,0.0,0.0,8.0,0.35,0.0,716.0,889.0,7.0,895.0,469.0,408.0,31.13,38.65,0.3,38.91,20.39,17.74
25,25,25,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23,2000,27,27,2425,26.9,30,1.11,107,75,75.7,15,5,7,8,29.6,7,4,2,1,33.3,0.0,2.0,0.0,29.3,0.22,-0.7,-0.03,121.0,338.0,35.8,680.0,142.0,30.6,33.8,193.0,67.4,51.7,332.0,20.0,6.0,39.0,1.45,14.7,130,208,619.0,879.0,70.4,18321.0,13014.0,73.0,75.0,97.3,320.0,330.0,97.0,225.0,467.0,48.2,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,954.0,1.0,955.0,484.0,424.0,32.01,35.46,0.04,35.5,17.99,15.76
26,26,26,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31,1992,25,25,2250,25.0,39,1.56,115,78,67.8,8,6,11,4,16.0,3,2,0,1,0.0,0.0,2.0,2.0,36.4,0.3,-0.6,-0.03,161.0,390.0,41.3,786.0,118.0,36.3,35.0,161.0,65.2,48.4,335.0,25.0,7.5,38.0,1.52,15.7,104,285,688.0,949.0,72.5,20991.0,15027.0,104.0,105.0,99.0,300.0,305.0,98.4,283.0,535.0,52.9,0,0.2,0.1,-0.2,1.0,29.0,0.0,0.0,1.0,1.0,6.0,0.24,0.04,794.0,995.0,9.0,1004.0,605.0,528.0,31.76,39.8,0.36,40.16,24.2,21.12
28,28,28,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,33,2969,33.0,32,0.97,123,91,76.4,16,10,7,15,45.5,5,3,2,0,40.0,0.0,2.0,2.0,35.7,0.26,5.7,0.17,101.0,344.0,29.4,1059.0,121.0,26.5,29.6,123.0,51.2,44.5,388.0,25.0,6.4,28.0,0.85,12.7,62,280,914.0,1186.0,77.1,21421.0,14432.0,260.0,262.0,99.2,431.0,434.0,99.3,215.0,478.0,45.0,0,0.1,0.1,-0.1,2.0,9.0,2.0,0.0,2.0,1.0,5.0,0.15,0.03,968.0,1249.0,6.0,1255.0,931.0,692.0,29.33,37.85,0.18,38.03,28.21,20.97
30,30,30,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36,1987,35,35,3150,35.0,68,1.94,159,93,61.6,6,8,21,3,8.6,10,7,1,2,12.5,1.0,7.0,3.0,51.7,0.28,-13.3,-0.38,172.0,540.0,31.9,982.0,143.0,42.3,36.9,252.0,49.6,41.2,545.0,23.0,4.2,22.0,0.63,11.8,124,415,838.0,1235.0,67.9,24440.0,17449.0,126.0,126.0,100.0,395.0,402.0,98.3,311.0,700.0,44.4,0,0.0,0.1,0.0,0.0,15.0,2.0,0.0,1.0,0.0,4.0,0.11,0.0,1035.0,1316.0,12.0,1327.0,717.0,593.0,29.57,37.6,0.34,37.91,20.49,16.94
32,32,32,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36,1987,13,13,1170,13.0,29,2.23,66,38,60.6,2,3,8,1,7.7,3,3,0,0,0.0,0.0,2.0,1.0,23.6,0.32,-4.4,-0.34,71.0,228.0,31.1,323.0,45.0,48.0,37.0,104.0,70.2,51.1,212.0,2.0,0.9,19.0,1.46,18.2,73,155,258.0,428.0,60.3,7748.0,6197.0,48.0,49.0,98.0,109.0,111.0,98.2,101.0,267.0,37.8,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.31,0.0,394.0,454.0,9.0,463.0,223.0,182.0,30.31,34.92,0.69,35.62,17.15,14.0
38,38,38,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31,31,2790,31.0,52,1.68,158,106,71.5,10,9,12,3,9.7,10,7,2,1,22.2,0.0,10.0,2.0,49.3,0.26,-0.7,-0.02,169.0,450.0,37.6,1151.0,92.0,30.8,32.4,187.0,51.3,44.3,484.0,28.0,5.8,50.0,1.61,15.0,95,354,1025.0,1345.0,76.2,27889.0,18248.0,166.0,168.0,98.8,556.0,566.0,98.2,299.0,600.0,49.8,0,0.1,0.2,-0.1,1.0,44.0,1.0,0.0,3.0,0.0,10.0,0.32,0.0,903.0,1394.0,44.0,1437.0,889.0,764.0,29.13,44.97,1.42,46.35,28.68,24.65
40,40,40,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29,1994,33,33,2970,33.0,43,1.3,153,111,72.5,7,11,15,7,21.2,3,1,1,1,50.0,0.0,5.0,2.0,47.0,0.3,6.0,0.18,155.0,454.0,34.1,719.0,135.0,46.9,37.1,222.0,52.7,39.1,470.0,32.0,6.8,24.0,0.73,12.5,116,337,611.0,945.0,64.7,17763.0,13674.0,112.0,112.0,100.0,258.0,261.0,98.9,230.0,555.0,41.4,0,0.4,0.1,-0.4,1.0,15.0,1.0,0.0,0.0,0.0,4.0,0.12,0.0,830.0,1014.0,6.0,1020.0,644.0,376.0,25.15,30.73,0.18,30.91,19.52,11.39
42,42,42,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,33,33,2872,31.9,35,1.1,159,122,79.9,11,11,11,12,36.4,5,3,2,0,40.0,1.0,5.0,0.0,45.4,0.26,10.4,0.33,179.0,430.0,41.6,1126.0,201.0,27.8,30.6,223.0,52.5,44.2,469.0,19.0,4.1,18.0,0.56,11.5,117,313,1054.0,1350.0,78.1,28283.0,18779.0,220.0,224.0,98.2,513.0,517.0,99.2,314.0,600.0,52.3,0,0.0,0.1,0.0,0.0,15.0,0.0,0.0,1.0,3.0,11.0,0.34,0.09,1210.0,1426.0,14.0,1439.0,879.0,775.0,37.93,44.7,0.44,45.11,27.55,24.29
43,43,43,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30,1993,30,30,2700,30.0,54,1.8,188,134,74.5,4,8,18,5,16.7,8,6,1,1,14.3,0.0,5.0,1.0,57.1,0.28,4.1,0.14,206.0,558.0,36.9,1065.0,129.0,42.8,36.7,176.0,58.0,44.5,439.0,39.0,8.9,46.0,1.53,14.4,102,455,848.0,1245.0,68.1,25299.0,18226.0,125.0,125.0,100.0,388.0,401.0,96.8,325.0,704.0,46.2,0,0.1,0.1,-0.1,2.0,35.0,1.0,0.0,1.0,1.0,7.0,0.23,0.03,1016.0,1316.0,37.0,1352.0,971.0,655.0,33.87,43.87,1.23,45.07,32.37,21.83
45,45,45,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29,1993,37,37,3330,37.0,47,1.27,150,104,69.3,8,14,15,13,35.1,2,1,1,0,50.0,1.0,5.0,2.0,46.9,0.31,1.9,0.05,168.0,598.0,28.1,928.0,171.0,47.1,39.4,267.0,60.3,48.4,529.0,23.0,4.3,38.0,1.03,14.6,161,437,732.0,1198.0,61.1,22043.0,16649.0,128.0,129.0,99.2,326.0,333.0,97.9,275.0,730.0,37.7,0,0.1,0.1,-0.1,2.0,28.0,0.0,0.0,0.0,0.0,10.0,0.27,0.0,1053.0,1259.0,12.0,1271.0,637.0,510.0,28.46,34.03,0.32,34.35,17.22,13.78
46,46,46,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23,1999,34,34,3060,34.0,47,1.38,137,90,70.1,13,8,13,8,23.5,7,6,1,0,14.3,1.0,4.0,1.0,42.7,0.27,-3.3,-0.1,124.0,353.0,35.1,1135.0,179.0,25.2,30.1,157.0,42.7,36.9,522.0,38.0,7.3,46.0,1.35,14.2,67,286,1020.0,1301.0,78.4,25982.0,16947.0,191.0,194.0,98.5,529.0,543.0,97.4,296.0,549.0,53.9,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,4.0,0.12,0.0,1013.0,1354.0,19.0,1372.0,1061.0,775.0,29.79,39.82,0.56,40.35,31.21,22.79
47,47,47,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31,1992,13,13,1170,13.0,25,1.92,68,44,66.2,2,2,9,2,15.4,2,2,0,0,0.0,0.0,3.0,1.0,22.6,0.3,-1.4,-0.11,52.0,148.0,35.1,314.0,70.0,32.5,32.7,79.0,58.2,45.9,152.0,11.0,7.2,15.0,1.15,15.4,45,102,292.0,394.0,74.1,7811.0,5954.0,65.0,65.0,100.0,152.0,153.0,99.3,74.0,174.0,42.5,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,3.0,0.23,0.0,363.0,425.0,4.0,429.0,234.0,190.0,27.92,32.69,0.31,33.0,18.0,14.62
49,49,49,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24,1999,25,25,2169,24.1,20,0.83,110,89,84.5,18,6,1,10,40.0,4,3,1,0,25.0,0.0,2.0,0.0,30.3,0.25,10.3,0.43,36.0,94.0,38.3,641.0,113.0,11.4,24.2,131.0,16.0,23.0,294.0,15.0,5.1,23.0,0.95,13.2,20,73,686.0,773.0,88.7,14587.0,8096.0,177.0,178.0,99.4,399.0,406.0,98.3,107.0,185.0,57.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,838.0,4.0,842.0,622.0,459.0,30.66,34.77,0.17,34.94,25.81,19.05
50,50,50,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,23,22,1985,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0,0.0,5.0,0.0,42.5,0.29,0.5,0.02,56.0,165.0,33.9,480.0,143.0,15.6,25.4,169.0,53.3,39.1,296.0,20.0,6.8,22.0,1.0,12.9,90,74,519.0,651.0,79.7,11869.0,6941.0,133.0,135.0,98.5,273.0,278.0,98.2,109.0,232.0,47.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,702.0,7.0,709.0,378.0,260.0,27.33,31.76,0.32,32.08,17.1,11.76
51,51,51,Ederson,br BRA,GK,Manchester City,eng Premier League,29,1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0,0.0,2.0,1.0,27.2,0.3,1.2,0.04,114.0,246.0,46.3,1120.0,137.0,18.3,27.2,114.0,36.0,36.3,247.0,25.0,10.1,50.0,1.62,17.3,41,204,1077.0,1234.0,87.3,25898.0,17578.0,275.0,276.0,99.6,560.0,570.0,98.2,239.0,381.0,62.7,0,0.1,0.1,-0.1,1.0,25.0,1.0,0.0,4.0,2.0,7.0,0.23,0.06,965.0,1263.0,20.0,1283.0,847.0,842.0,31.23,40.87,0.65,41.52,27.41,27.25
54,54,54,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38,38,3420,38.0,54,1.42,173,119,71.7,8,14,16,7,18.4,6,5,1,0,16.7,1.0,7.0,1.0,53.2,0.28,0.2,0.01,152.0,489.0,31.1,893.0,159.0,42.6,34.9,248.0,44.0,35.2,522.0,20.0,3.8,20.0,0.53,11.0,109,380,778.0,1145.0,67.9,19744.0,14888.0,212.0,215.0,98.6,318.0,324.0,98.1,224.0,578.0,38.8,0,0.2,0.0,-0.2,1.0,7.0,0.0,0.0,1.0,1.0,2.0,0.05,0.03,1113.0,1246.0,4.0,1250.0,708.0,568.0,29.29,32.79,0.11,32.89,18.63,14.95
58,58,58,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,15,14,1340,14.9,29,1.95,77,49,66.2,0,5,9,0,0.0,3,3,0,0,0.0,0.0,2.0,1.0,27.8,0.33,-0.2,-0.01,73.0,186.0,39.2,388.0,88.0,31.4,32.2,110.0,58.2,44.3,195.0,6.0,3.1,13.0,0.87,12.6,64,121,359.0,498.0,72.1,10011.0,7247.0,72.0,74.0,97.3,172.0,176.0,97.7,112.0,243.0,46.1,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.13,0.0,473.0,541.0,1.0,542.0,271.0,192.0,31.74,36.31,0.07,36.38,18.19,12.89
60,60,60,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,37,37,3285,36.5,63,1.73,176,113,65.3,10,9,18,7,18.9,2,2,0,0,0.0,0.0,6.0,0.0,55.4,0.31,-7.6,-0.21,242.0,647.0,37.4,1288.0,131.0,36.6,34.5,289.0,60.9,46.7,568.0,44.0,7.7,37.0,1.01,12.6,176,471,1131.0,1580.0,71.6,32732.0,22385.0,159.0,161.0,98.8,575.0,580.0,99.1,394.0,832.0,47.4,1,0.5,0.2,0.5,4.0,37.0,1.0,0.0,5.0,3.0,10.0,0.27,0.08,1268.0,1584.0,74.0,1658.0,930.0,810.0,34.74,43.4,2.03,45.42,25.48,22.19
61,61,61,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0,0.0,8.0,5.0,70.5,0.33,-3.5,-0.12,206.0,619.0,33.3,782.0,101.0,54.6,40.2,262.0,73.3,52.3,468.0,28.0,6.0,42.0,1.43,14.7,192,426,595.0,1054.0,56.5,19592.0,15704.0,101.0,102.0,99.0,240.0,250.0,96.0,254.0,691.0,36.8,0,0.1,0.1,-0.1,1.0,19.0,2.0,0.0,0.0,0.0,4.0,0.14,0.0,943.0,1136.0,20.0,1154.0,574.0,388.0,32.07,38.64,0.68,39.25,19.52,13.2
63,63,63,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31,1992,38,38,3420,38.0,46,1.21,168,121,75.6,25,6,7,12,31.6,7,5,1,1,16.7,0.0,8.0,0.0,51.1,0.28,5.1,0.13,155.0,420.0,36.9,1140.0,178.0,25.6,30.0,246.0,52.0,44.8,534.0,41.0,7.7,33.0,0.87,13.2,127,291,1094.0,1391.0,78.6,27525.0,19971.0,281.0,282.0,99.6,548.0,553.0,99.1,260.0,544.0,47.8,0,0.7,0.1,-0.7,3.0,17.0,2.0,0.0,0.0,1.0,11.0,0.29,0.03,1247.0,1463.0,10.0,1473.0,897.0,794.0,32.82,38.5,0.26,38.76,23.61,20.89
71,71,71,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36,1987,27,26,2403,26.7,39,1.46,120,83,70.8,8,7,11,6,23.1,5,4,0,1,0.0,0.0,5.0,2.0,39.7,0.31,2.7,0.1,137.0,356.0,38.5,589.0,134.0,39.4,35.5,213.0,58.2,45.3,420.0,23.0,5.5,27.0,1.01,13.3,123,232,555.0,804.0,69.0,16190.0,12066.0,104.0,105.0,99.0,257.0,260.0,98.8,194.0,437.0,44.4,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,7.0,0.26,0.04,776.0,873.0,1.0,874.0,445.0,331.0,29.06,32.7,0.04,32.73,16.67,12.4
72,72,72,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33,1990,13,13,1170,13.0,9,0.69,41,33,78.0,9,4,0,5,38.5,1,0,0,1,0.0,1.0,1.0,1.0,10.3,0.25,2.3,0.17,22.0,79.0,27.8,373.0,58.0,12.9,25.1,97.0,32.0,32.2,175.0,7.0,4.0,14.0,1.08,14.5,31,48,406.0,470.0,86.4,9045.0,4821.0,112.0,112.0,100.0,213.0,213.0,100.0,81.0,145.0,55.9,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.08,0.08,349.0,481.0,16.0,497.0,283.0,263.0,26.85,37.0,1.23,38.23,21.77,20.23
73,73,73,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26,1997,18,18,1620,18.0,30,1.67,86,57,66.3,8,4,6,4,22.2,1,1,0,0,0.0,0.0,3.0,1.0,27.4,0.31,-1.6,-0.09,59.0,245.0,24.1,377.0,52.0,46.7,38.6,105.0,65.7,47.0,246.0,5.0,2.0,17.0,0.94,13.8,68,176,280.0,485.0,57.7,7596.0,5485.0,75.0,78.0,96.2,120.0,123.0,97.6,81.0,277.0,29.2,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,1.0,0.06,0.06,478.0,536.0,0.0,536.0,284.0,233.0,26.56,29.78,0.0,29.78,15.78,12.94
